"","Re1.(Intercept)","Re1.sd","sample","shape","BetaSigma","status"
"1",-0.558,2.612,"9545",1,20,"-1"
"2",0.238,0.84,"9545",1,20,"1"
"3",-0.186,0.978,"9545",2,20,"-1"
"4",0.692,2.725,"9545",2,20,"1"
"5",-0.33,0.926,"9545",3,20,"-1"
"6",0.153,3.099,"9545",3,20,"1"
"7",-1.019,0.871,"9545",4,20,"-1"
"8",1.137,1.054,"9545",4,20,"1"
