"","Re1.(Intercept)","Re1.sd","sample","shape","BetaSigma","status","segs"
"1",-3.883,1.295,"10851",1,500,"-1",17
"2",-0.016,1.886,"10851",1,500,"1",17
"3",-6.663,1.68,"10851",1,500,"-1",16
"4",-0.041,1.817,"10851",1,500,"1",16
"5",-0.749,1.395,"10851",1,500,"-1",15
"6",3.416,1.395,"10851",1,500,"1",15
"7",-0.935,0.669,"10851",1,500,"-1",14
"8",1.677,0.881,"10851",1,500,"1",14
"9",-0.021,1.392,"10851",1,500,"-1",13
"10",4.06,1.328,"10851",1,500,"1",13
"11",-5.979,1.974,"10851",1,500,"-1",12
"12",0.643,1.442,"10851",1,500,"1",12
"13",0.707,0,"10851",1,500,"-1",11
"14",0.707,0.707,"10851",1,500,"1",11
"15",-2.683,4.434,"10851",1,500,"-1",10
"16",3.499,1.407,"10851",1,500,"1",10
"17",-4,0,"10851",1,500,"-1",9
"18",-0.118,1.604,"10851",1,500,"1",9
"19",-0.442,1.128,"10851",1,500,"-1",8
"20",2.369,0.317,"10851",1,500,"1",8
"21",-1.958,1.675,"10851",1,500,"-1",7
"22",1.503,1.592,"10851",1,500,"1",7
"23",-6.19,1.205,"10851",1,500,"-1",6
"24",-2.097,1.263,"10851",1,500,"1",6
"25",-3.727,1.575,"10851",1,500,"-1",5
"26",0.589,2.156,"10851",1,500,"1",5
"27",-0.278,1.68,"10851",1,500,"-1",3
"28",5.32,1.361,"10851",1,500,"1",3
"29",-1.306,1.46,"10851",1,500,"-1",2
"30",4.166,1.387,"10851",1,500,"1",2
"31",-3.811,2.389,"10851",1,500,"-1",1
"32",2.907,1.91,"10851",1,500,"1",1
