"","Re1.(Intercept)","Re1.sd","sample","shape","BetaSigma","status","segs"
"1",-1.902,1.837,"10395",1,500,"-1",33
"2",1.732,6.242,"10395",1,500,"1",33
"3",-5.245,2.139,"10395",1,500,"-1",32
"4",1.689,2.555,"10395",1,500,"1",32
"5",-1.745,0.691,"10395",1,500,"-1",31
"6",-0.229,0.264,"10395",1,500,"1",31
"7",-4.737,2.539,"10395",1,500,"-1",30
"8",0.581,1.308,"10395",1,500,"1",30
"9",-6.603,1.217,"10395",1,500,"-1",29
"10",-0.019,2.272,"10395",1,500,"1",29
"11",-1.715,1.009,"10395",1,500,"-1",28
"12",1.368,1.183,"10395",1,500,"1",28
"13",-1.381,1.123,"10395",1,500,"-1",27
"14",2.631,1.058,"10395",1,500,"1",27
"15",-3.016,0.94,"10395",1,500,"-1",26
"16",2.224,1.625,"10395",1,500,"1",26
"17",-2.027,1.618,"10395",1,500,"-1",25
"18",1.756,0.989,"10395",1,500,"1",25
"19",-3.297,1.878,"10395",1,500,"-1",24
"20",2.555,2.25,"10395",1,500,"1",24
"21",-0.549,0.892,"10395",1,500,"-1",23
"22",1.428,0.741,"10395",1,500,"1",23
"23",-0.638,1.062,"10395",1,500,"-1",22
"24",2.07,1.096,"10395",1,500,"1",22
"25",-3.362,0.913,"10395",1,500,"-1",21
"26",-0.522,1.324,"10395",1,500,"1",21
"27",-4.477,2.35,"10395",1,500,"-1",20
"28",0.484,1.765,"10395",1,500,"1",20
"29",-0.847,2.277,"10395",1,500,"-1",19
"30",5.196,1.007,"10395",1,500,"1",19
"31",-1.732,4.539,"10395",1,500,"-1",18
"32",-1.7,4.536,"10395",1,500,"1",18
"33",-3.21,1.812,"10395",1,500,"-1",17
"34",1.802,1.688,"10395",1,500,"1",17
"35",2.09,1.049,"10395",1,500,"-1",16
"36",2.73,3.503,"10395",1,500,"1",16
"37",-2.942,1.092,"10395",1,500,"-1",15
"38",-0.344,0.479,"10395",1,500,"1",15
"39",-0.129,0.783,"10395",1,500,"-1",14
"40",1.4,0.953,"10395",1,500,"1",14
"41",-2.244,0.569,"10395",1,500,"-1",13
"42",-0.05,0.901,"10395",1,500,"1",13
"43",-1.378,1.57,"10395",1,500,"-1",12
"44",4.412,0.806,"10395",1,500,"1",12
"45",-3.12,2.454,"10395",1,500,"-1",11
"46",4.085,2.475,"10395",1,500,"1",11
"47",-1.198,1.693,"10395",1,500,"-1",10
"48",5.058,2.339,"10395",1,500,"1",10
"49",0.299,1.78,"10395",1,500,"-1",9
"50",4.538,0.985,"10395",1,500,"1",9
"51",-5.262,1.827,"10395",1,500,"-1",8
"52",0.972,1.701,"10395",1,500,"1",8
"53",-1.872,1.769,"10395",1,500,"-1",7
"54",3.864,0.376,"10395",1,500,"1",7
"55",-2.923,2.573,"10395",1,500,"-1",6
"56",2.989,2.329,"10395",1,500,"1",6
"57",-0.989,2.069,"10395",1,500,"-1",5
"58",4.024,1.381,"10395",1,500,"1",5
"59",-7.807,1.785,"10395",1,500,"-1",4
"60",0.986,3.339,"10395",1,500,"1",4
"61",0.708,0.793,"10395",1,500,"-1",3
"62",3.562,0.929,"10395",1,500,"1",3
"63",-3.17,2.246,"10395",1,500,"-1",2
"64",2.397,1.231,"10395",1,500,"1",2
"65",-2.19,1.187,"10395",1,500,"-1",1
"66",2.564,1.913,"10395",1,500,"1",1
