"","Re1.(Intercept)","Re1.sd","sample","shape","BetaSigma","status","segs"
"1",-2.84,2.198,"9528",1,500,"-1",46
"2",3.086,2.086,"9528",1,500,"1",46
"3",-2.264,1.062,"9528",1,500,"-1",45
"4",0.078,0.99,"9528",1,500,"1",45
"5",-1.666,1.241,"9528",1,500,"-1",44
"6",1.678,2.925,"9528",1,500,"1",44
"7",0.809,0.767,"9528",1,500,"-1",43
"8",3.094,0.76,"9528",1,500,"1",43
"9",-1.676,1.314,"9528",1,500,"-1",41
"10",1.916,1.32,"9528",1,500,"1",41
"11",-1.52,2.117,"9528",1,500,"-1",40
"12",3.798,1.777,"9528",1,500,"1",40
"13",-2.473,0.698,"9528",1,500,"-1",39
"14",-0.445,0.703,"9528",1,500,"1",39
"15",-3.97,0.996,"9528",1,500,"-1",38
"16",1.64,1.989,"9528",1,500,"1",38
"17",-3.624,1.896,"9528",1,500,"-1",37
"18",2.58,1.891,"9528",1,500,"1",37
"19",-6.036,1.728,"9528",1,500,"-1",36
"20",-0.662,1.516,"9528",1,500,"1",36
"21",-1.34,1.075,"9528",1,500,"-1",34
"22",1.919,0.769,"9528",1,500,"1",34
"23",-1.645,1.837,"9528",1,500,"-1",33
"24",3.423,0.987,"9528",1,500,"1",33
"25",-6.669,1.929,"9528",1,500,"-1",31
"26",2.141,1.809,"9528",1,500,"1",31
"27",-0.621,1.654,"9528",1,500,"-1",30
"28",3.818,1.715,"9528",1,500,"1",30
"29",-1.975,1.45,"9528",1,500,"-1",29
"30",2.892,1.573,"9528",1,500,"1",29
"31",-1.401,2.828,"9528",1,500,"-1",28
"32",3.672,1.845,"9528",1,500,"1",28
"33",0.113,0.881,"9528",1,500,"-1",27
"34",3.374,1.166,"9528",1,500,"1",27
"35",-4.441,1.98,"9528",1,500,"-1",26
"36",0.858,5.237,"9528",1,500,"1",26
"37",1.128,0.666,"9528",1,500,"-1",25
"38",3.414,0.504,"9528",1,500,"1",25
"39",-4.786,0.706,"9528",1,500,"-1",24
"40",1.995,1.829,"9528",1,500,"1",24
"41",-1.548,3.344,"9528",1,500,"-1",23
"42",0.921,1.312,"9528",1,500,"1",23
"43",-3.093,2.104,"9528",1,500,"-1",22
"44",2.803,2.316,"9528",1,500,"1",22
"45",-0.181,0.397,"9528",1,500,"-1",20
"46",1.091,0.504,"9528",1,500,"1",20
"47",-3.626,0.542,"9528",1,500,"-1",19
"48",0.38,1.018,"9528",1,500,"1",19
"49",-1.939,1.765,"9528",1,500,"-1",18
"50",2.632,1.186,"9528",1,500,"1",18
"51",-5.647,2.065,"9528",1,500,"-1",17
"52",1.934,3.047,"9528",1,500,"1",17
"53",-0.952,1.358,"9528",1,500,"-1",16
"54",4.641,1.504,"9528",1,500,"1",16
"55",-0.104,0.259,"9528",1,500,"-1",15
"56",1.099,0.452,"9528",1,500,"1",15
"57",-3.414,2.351,"9528",1,500,"-1",14
"58",0.822,7.196,"9528",1,500,"1",14
"59",-0.544,5.239,"9528",1,500,"-1",13
"60",0.561,1.237,"9528",1,500,"1",13
"61",-2.915,1.949,"9528",1,500,"-1",12
"62",2.719,2.098,"9528",1,500,"1",12
"63",-0.081,0.424,"9528",1,500,"-1",11
"64",1.15,0.426,"9528",1,500,"1",11
"65",-0.75,0.858,"9528",1,500,"-1",10
"66",1.749,1.234,"9528",1,500,"1",10
"67",-2.949,1.11,"9528",1,500,"-1",9
"68",0.275,1.203,"9528",1,500,"1",9
"69",0.707,0,"9528",1,500,"-1",8
"70",0.707,0.707,"9528",1,500,"1",8
"71",-2.488,0.617,"9528",1,500,"-1",7
"72",0.448,0.962,"9528",1,500,"1",7
"73",-5.75,3.632,"9528",1,500,"-1",6
"74",4.312,2.454,"9528",1,500,"1",6
"75",-1.078,1.949,"9528",1,500,"-1",5
"76",5.831,2.177,"9528",1,500,"1",5
"77",0.471,0.667,"9528",1,500,"-1",4
"78",0.707,0,"9528",1,500,"1",4
"79",-1.949,2.606,"9528",1,500,"-1",3
"80",2.734,1.954,"9528",1,500,"1",3
"81",-0.691,4.846,"9528",1,500,"-1",2
"82",1.346,1.506,"9528",1,500,"1",2
"83",-3.272,2.149,"9528",1,500,"-1",1
"84",2.556,2.417,"9528",1,500,"1",1
