"","Re1.(Intercept)","Re1.sd","sample","shape","BetaSigma","status","segs"
"1",-2.104,0.916,"11036",1,500,"-1",90
"2",0.995,1.278,"11036",1,500,"1",90
"3",0.471,0.667,"11036",1,500,"-1",89
"4",0.707,0,"11036",1,500,"1",89
"5",-6.484,0.192,"11036",1,500,"-1",88
"6",-0.085,3.027,"11036",1,500,"1",88
"7",-16.651,3.343,"11036",1,500,"-1",87
"8",-1.176,5.184,"11036",1,500,"1",87
"9",-7.724,2.187,"11036",1,500,"-1",86
"10",0.981,3.456,"11036",1,500,"1",86
"11",-9.091,1.664,"11036",1,500,"-1",85
"12",-0.369,4.076,"11036",1,500,"1",85
"13",-6.274,1.634,"11036",1,500,"-1",84
"14",-0.882,2.638,"11036",1,500,"1",84
"15",-3.519,1.951,"11036",1,500,"-1",83
"16",1.657,1.274,"11036",1,500,"1",83
"17",-3.259,5.535,"11036",1,500,"-1",82
"18",0.549,1.166,"11036",1,500,"1",82
"19",-0.178,1.105,"11036",1,500,"-1",81
"20",4.716,2.204,"11036",1,500,"1",81
"21",0.042,1.551,"11036",1,500,"-1",80
"22",4.3,1.386,"11036",1,500,"1",80
"23",-0.338,0.83,"11036",1,500,"-1",79
"24",-0.266,2.971,"11036",1,500,"1",79
"25",-0.132,0.331,"11036",1,500,"-1",78
"26",1.185,0.451,"11036",1,500,"1",78
"27",-3.391,2.976,"11036",1,500,"-1",77
"28",5.668,2.603,"11036",1,500,"1",77
"29",-6.634,1.495,"11036",1,500,"-1",76
"30",3.387,2.394,"11036",1,500,"1",76
"31",-0.29,1.197,"11036",1,500,"-1",75
"32",3,0,"11036",1,500,"1",75
"33",-1.04,0.731,"11036",1,500,"-1",74
"34",0.98,0.517,"11036",1,500,"1",74
"35",-2.063,0.498,"11036",1,500,"-1",73
"36",-0.577,0.382,"11036",1,500,"1",73
"37",-6.788,2.299,"11036",1,500,"-1",72
"38",0.57,2.919,"11036",1,500,"1",72
"39",-4.43,3.365,"11036",1,500,"-1",71
"40",4.921,3.578,"11036",1,500,"1",71
"41",0.723,0.54,"11036",1,500,"-1",70
"42",2.604,0.506,"11036",1,500,"1",70
"43",-3.69,1.434,"11036",1,500,"-1",69
"44",2.631,1.772,"11036",1,500,"1",69
"45",-2.886,1.938,"11036",1,500,"-1",68
"46",3.658,1.953,"11036",1,500,"1",68
"47",-4.477,2.4,"11036",1,500,"-1",67
"48",3.583,2.575,"11036",1,500,"1",67
"49",-5.789,2.336,"11036",1,500,"-1",66
"50",0.648,3.586,"11036",1,500,"1",66
"51",-1.939,1.181,"11036",1,500,"-1",65
"52",2.435,1.346,"11036",1,500,"1",65
"53",-0.858,1.751,"11036",1,500,"-1",64
"54",6.015,1.843,"11036",1,500,"1",64
"55",-3.852,2.46,"11036",1,500,"-1",63
"56",3.314,2.341,"11036",1,500,"1",63
"57",-2.993,3.776,"11036",1,500,"-1",62
"58",2.106,1.421,"11036",1,500,"1",62
"59",-1.33,2.114,"11036",1,500,"-1",60
"60",3.646,1.177,"11036",1,500,"1",60
