"","Re1.(Intercept)","Re1.sd","sample","shape","BetaSigma","status","segs"
"1",-1.69,1.707,"9548",1,500,"-1",62
"2",2.61,1.466,"9548",1,500,"1",62
"3",-3.249,1.578,"9548",1,500,"-1",61
"4",2.377,1.361,"9548",1,500,"1",61
"5",-1.625,1.53,"9548",1,500,"-1",60
"6",3.326,0.983,"9548",1,500,"1",60
"7",-5.263,3.48,"9548",1,500,"-1",59
"8",5.681,2.772,"9548",1,500,"1",59
"9",-5.166,2.196,"9548",1,500,"-1",58
"10",2.397,2.322,"9548",1,500,"1",58
"11",-3.66,2.931,"9548",1,500,"-1",57
"12",3.62,2.108,"9548",1,500,"1",57
"13",-0.849,1.056,"9548",1,500,"-1",56
"14",3.122,1.461,"9548",1,500,"1",56
"15",-6.093,2.035,"9548",1,500,"-1",55
"16",0.657,1.906,"9548",1,500,"1",55
"17",-0.099,2.838,"9548",1,500,"-1",54
"18",9.486,1.59,"9548",1,500,"1",54
"19",-4.265,2.715,"9548",1,500,"-1",53
"20",13.921,5.362,"9548",1,500,"1",53
"21",-1.249,0.348,"9548",1,500,"-1",52
"22",0.033,0.436,"9548",1,500,"1",52
"23",-2.944,1.595,"9548",1,500,"-1",51
"24",1.237,1.427,"9548",1,500,"1",51
"25",-1.011,1.424,"9548",1,500,"-1",50
"26",3.243,0.929,"9548",1,500,"1",50
"27",-0.807,1.69,"9548",1,500,"-1",49
"28",5.322,1.618,"9548",1,500,"1",49
"29",0.707,0,"9548",1,500,"-1",48
"30",0.707,0.707,"9548",1,500,"1",48
"31",0.583,2.832,"9548",1,500,"-1",47
"32",9.054,2.729,"9548",1,500,"1",47
"33",3.028,3.973,"9548",1,500,"-1",46
"34",12.29,1.87,"9548",1,500,"1",46
"35",-2.435,1.655,"9548",1,500,"-1",45
"36",3.296,1.156,"9548",1,500,"1",45
"37",-0.133,1.143,"9548",1,500,"-1",44
"38",3.279,4.003,"9548",1,500,"1",44
"39",-3.957,0.886,"9548",1,500,"-1",43
"40",-0.422,1.806,"9548",1,500,"1",43
"41",-3.545,1.984,"9548",1,500,"-1",42
"42",1.808,1.686,"9548",1,500,"1",42
"43",-5.645,1.464,"9548",1,500,"-1",41
"44",0.457,1.893,"9548",1,500,"1",41
"45",1.814,1.35,"9548",1,500,"-1",40
"46",7.932,2.034,"9548",1,500,"1",40
"47",-3.638,0.343,"9548",1,500,"-1",39
"48",1.777,1.448,"9548",1,500,"1",39
"49",-1.594,3.653,"9548",1,500,"-1",38
"50",9.743,1.873,"9548",1,500,"1",38
"51",-3.944,2.466,"9548",1,500,"-1",37
"52",1.55,2.151,"9548",1,500,"1",37
"53",-2.011,2.036,"9548",1,500,"-1",36
"54",4.781,1.329,"9548",1,500,"1",36
"55",-1.297,2.097,"9548",1,500,"-1",35
"56",3.123,1.586,"9548",1,500,"1",35
"57",-1.833,2.313,"9548",1,500,"-1",34
"58",3.288,1.201,"9548",1,500,"1",34
"59",-3.418,4.31,"9548",1,500,"-1",33
"60",0.346,1.484,"9548",1,500,"1",33
"61",-1.207,0.796,"9548",1,500,"-1",32
"62",2.712,0.782,"9548",1,500,"1",32
"63",-3.363,1.863,"9548",1,500,"-1",31
"64",5.104,2.12,"9548",1,500,"1",31
"65",-6.11,0.832,"9548",1,500,"-1",30
"66",-0.573,1.69,"9548",1,500,"1",30
"67",-4.054,3.598,"9548",1,500,"-1",29
"68",6.301,3.007,"9548",1,500,"1",29
"69",-3.325,3.79,"9548",1,500,"-1",28
"70",7.21,3.087,"9548",1,500,"1",28
"71",-0.218,1.554,"9548",1,500,"-1",27
"72",5.259,1.715,"9548",1,500,"1",27
"73",-1.901,1.663,"9548",1,500,"-1",26
"74",2.433,1.417,"9548",1,500,"1",26
"75",-1.404,2.042,"9548",1,500,"-1",25
"76",3.289,1.755,"9548",1,500,"1",25
"77",0.83,2.789,"9548",1,500,"-1",24
"78",7.827,1.766,"9548",1,500,"1",24
"79",-4.167,1.764,"9548",1,500,"-1",23
"80",0.617,1.666,"9548",1,500,"1",23
"81",-6.516,1.254,"9548",1,500,"-1",22
"82",-1.462,1.289,"9548",1,500,"1",22
"83",-1.589,1.164,"9548",1,500,"-1",21
"84",1.344,1.22,"9548",1,500,"1",21
"85",-9.668,4.044,"9548",1,500,"-1",20
"86",0.123,3.096,"9548",1,500,"1",20
"87",1.029,0.933,"9548",1,500,"-1",19
"88",4.542,0.778,"9548",1,500,"1",19
"89",-1.278,5.022,"9548",1,500,"-1",17
"90",1.881,1.575,"9548",1,500,"1",17
"91",-5.267,1.297,"9548",1,500,"-1",16
"92",2.024,2.192,"9548",1,500,"1",16
"93",-0.694,4.681,"9548",1,500,"-1",15
"94",-0.678,4.674,"9548",1,500,"1",15
"95",-3.55,2.228,"9548",1,500,"-1",14
"96",2.946,2.412,"9548",1,500,"1",14
"97",-0.32,6.292,"9548",1,500,"-1",13
"98",0.348,1.254,"9548",1,500,"1",13
"99",-0.563,1.568,"9548",1,500,"-1",11
"100",3.36,0.795,"9548",1,500,"1",11
"101",1.027,0.533,"9548",1,500,"-1",10
"102",2.442,0.43,"9548",1,500,"1",10
"103",-1.95,1.126,"9548",1,500,"-1",9
"104",2.889,1.647,"9548",1,500,"1",9
"105",-4.347,1.493,"9548",1,500,"-1",7
"106",1.776,2.125,"9548",1,500,"1",7
"107",-0.673,1.099,"9548",1,500,"-1",6
"108",2.259,0.859,"9548",1,500,"1",6
"109",-1.225,0.657,"9548",1,500,"-1",4
"110",0.582,0.699,"9548",1,500,"1",4
"111",-0.751,1.464,"9548",1,500,"-1",3
"112",3.288,1.302,"9548",1,500,"1",3
"113",-1.376,1.347,"9548",1,500,"-1",2
"114",1.558,1.108,"9548",1,500,"1",2
"115",0.389,0.263,"9548",1,500,"-1",1
"116",1.391,0.364,"9548",1,500,"1",1
