"","Re1.(Intercept)","Re1.sd","sample","shape","BetaSigma","status","segs"
"1",0.05,2.275,"9402",1,500,"-1",38
"2",5.853,1.457,"9402",1,500,"1",38
"3",-2.552,2.22,"9402",1,500,"-1",37
"4",5.285,2.088,"9402",1,500,"1",37
"5",-0.354,5.749,"9402",1,500,"-1",36
"6",-0.127,1.209,"9402",1,500,"1",36
"7",-2.871,1.191,"9402",1,500,"-1",35
"8",1.038,1.313,"9402",1,500,"1",35
"9",-1.36,2.493,"9402",1,500,"-1",34
"10",6.202,2.028,"9402",1,500,"1",34
"11",-1.544,2.749,"9402",1,500,"-1",33
"12",5.601,2.164,"9402",1,500,"1",33
"13",-4.383,1.624,"9402",1,500,"-1",32
"14",1.023,2.431,"9402",1,500,"1",32
"15",-6.537,1.722,"9402",1,500,"-1",31
"16",1.459,2.487,"9402",1,500,"1",31
"17",-3.568,1.87,"9402",1,500,"-1",30
"18",2.376,2.64,"9402",1,500,"1",30
"19",-6.277,0.815,"9402",1,500,"-1",29
"20",0.564,2.797,"9402",1,500,"1",29
"21",1.252,0.787,"9402",1,500,"-1",28
"22",3.822,1.108,"9402",1,500,"1",28
"23",-8.393,2.529,"9402",1,500,"-1",27
"24",0.506,2.296,"9402",1,500,"1",27
"25",-2.42,2.573,"9402",1,500,"-1",26
"26",4.479,1.818,"9402",1,500,"1",26
"27",0.128,0.705,"9402",1,500,"-1",25
"28",2.305,1.03,"9402",1,500,"1",25
"29",-0.763,1.667,"9402",1,500,"-1",24
"30",4.841,1.623,"9402",1,500,"1",24
"31",-0.332,1.714,"9402",1,500,"-1",23
"32",3.07,0.774,"9402",1,500,"1",23
"33",-4.247,1.237,"9402",1,500,"-1",22
"34",-0.034,1.624,"9402",1,500,"1",22
"35",-2.375,1.608,"9402",1,500,"-1",21
"36",2.102,1.778,"9402",1,500,"1",21
"37",-3.014,1.108,"9402",1,500,"-1",20
"38",2.495,1.918,"9402",1,500,"1",20
"39",-2.518,1.392,"9402",1,500,"-1",19
"40",1.15,1.372,"9402",1,500,"1",19
"41",-8.829,2.904,"9402",1,500,"-1",18
"42",0.618,5.006,"9402",1,500,"1",18
"43",-1.683,2.574,"9402",1,500,"-1",17
"44",4.065,1.854,"9402",1,500,"1",17
"45",-3.903,2.046,"9402",1,500,"-1",16
"46",2.534,1.785,"9402",1,500,"1",16
"47",-5.712,0.625,"9402",1,500,"-1",15
"48",0.303,2.126,"9402",1,500,"1",15
"49",-5.323,1.371,"9402",1,500,"-1",14
"50",2.321,1.924,"9402",1,500,"1",14
"51",-3.993,1.542,"9402",1,500,"-1",13
"52",0.476,2.145,"9402",1,500,"1",13
"53",-6.845,4.192,"9402",1,500,"-1",12
"54",-0.911,2.08,"9402",1,500,"1",12
"55",-3.848,1.127,"9402",1,500,"-1",11
"56",-0.208,1.589,"9402",1,500,"1",11
"57",0.389,0.263,"9402",1,500,"-1",10
"58",1.391,0.364,"9402",1,500,"1",10
"59",-0.168,0.742,"9402",1,500,"-1",9
"60",1.787,0.856,"9402",1,500,"1",9
"61",-2.791,2.032,"9402",1,500,"-1",8
"62",2.505,2.098,"9402",1,500,"1",8
"63",-2.066,1.074,"9402",1,500,"-1",7
"64",1.378,1.161,"9402",1,500,"1",7
"65",-3.278,0.925,"9402",1,500,"-1",6
"66",-0.306,1.05,"9402",1,500,"1",6
"67",1.193,0.57,"9402",1,500,"-1",5
"68",2.564,0.634,"9402",1,500,"1",5
"69",-0.941,0.767,"9402",1,500,"-1",4
"70",0.033,1.502,"9402",1,500,"1",4
"71",-0.533,2.535,"9402",1,500,"-1",3
"72",3.497,6.698,"9402",1,500,"1",3
"73",1.462,1.083,"9402",1,500,"-1",2
"74",6.853,1.753,"9402",1,500,"1",2
"75",-6.926,1.387,"9402",1,500,"-1",1
"76",0.526,3.288,"9402",1,500,"1",1
