"","-1","-1to1","1to-1","1","sample","shape","BetaSigma","model","segs"
"1",0.870887092843717,0.129112907156283,0.0254767675594837,0.974523232440516,"11364",1,500,"sign",1
"2",0.966666666666667,0.0333333333333333,0.117647058823529,0.882352941176471,"11364",1,500,"gaussian",1
"3",0.97552251198961,0.0244774880103901,0.0345860792959965,0.965413920704004,"11364",1,500,"sign",2
"4",0.92,0.08,0.0434782608695652,0.956521739130435,"11364",1,500,"gaussian",2
"5",0.927142312347408,0.0728576876525921,0.108208835918495,0.891791164081505,"11364",1,500,"sign",3
"6",0.894736842105263,0.105263157894737,0.161290322580645,0.838709677419355,"11364",1,500,"gaussian",3
"7",0.938762936910361,0.0612370630896387,0.0726807142949463,0.927319285705054,"11364",1,500,"sign",4
"8",0.941176470588235,0.0588235294117647,0.0714285714285714,0.928571428571429,"11364",1,500,"gaussian",4
"9",0.959596720170946,0.0404032798290537,0.0357156677712442,0.964284332228756,"11364",1,500,"sign",5
"10",0.84375,0.15625,0.0657894736842105,0.934210526315789,"11364",1,500,"gaussian",5
"11",0.976744186046512,0.0232558139534884,0.0416666666666667,0.958333333333333,"11364",1,500,"sign",6
"12",0.925925925925926,0.0740740740740741,0.075,0.925,"11364",1,500,"gaussian",6
"13",0.877937792607606,0.122062207392394,0.0498956088137275,0.950104391186272,"11364",1,500,"sign",7
"14",0.855263157894737,0.144736842105263,0.19672131147541,0.80327868852459,"11364",1,500,"gaussian",7
"15",0.969800346897568,0.0301996531024321,0.0512501485076288,0.948749851492371,"11364",1,500,"sign",8
"16",0.894736842105263,0.105263157894737,0.0571428571428571,0.942857142857143,"11364",1,500,"gaussian",8
"17",0.938141208544442,0.0618587914555582,0.0783240488112328,0.921675951188767,"11364",1,500,"sign",9
"18",0.954545454545455,0.0454545454545455,0.142857142857143,0.857142857142857,"11364",1,500,"gaussian",9
"19",0.932824148060103,0.0671758519398974,0.0706023680693636,0.929397631930636,"11364",1,500,"sign",10
