"","Re1.(Intercept)","Re1.sd","sample","shape","BetaSigma","status","segs"
"1",-1.922,1.459,"10994",1,500,"-1",65
"2",1.828,1.598,"10994",1,500,"1",65
"3",-1.681,1.619,"10994",1,500,"-1",64
"4",2.041,0.999,"10994",1,500,"1",64
"5",-2.684,1.056,"10994",1,500,"-1",63
"6",1.142,1.54,"10994",1,500,"1",63
"7",-1.594,1.514,"10994",1,500,"-1",62
"8",2.374,1.193,"10994",1,500,"1",62
"9",-3.446,5.42,"10994",1,500,"-1",61
"10",2.661,2.028,"10994",1,500,"1",61
"11",0.274,3.477,"10994",1,500,"-1",60
"12",6.502,1.017,"10994",1,500,"1",60
"13",-1.219,1.166,"10994",1,500,"-1",59
"14",1.801,1.316,"10994",1,500,"1",59
"15",-3.41,2.059,"10994",1,500,"-1",58
"16",1.52,1.631,"10994",1,500,"1",58
"17",-1.471,0.873,"10994",1,500,"-1",57
"18",1.616,1.024,"10994",1,500,"1",57
"19",-3.627,2.075,"10994",1,500,"-1",56
"20",3.496,2.268,"10994",1,500,"1",56
"21",0.024,0.659,"10994",1,500,"-1",55
"22",2.527,0.843,"10994",1,500,"1",55
"23",-5.321,1.122,"10994",1,500,"-1",54
"24",1.629,2.175,"10994",1,500,"1",54
"25",-1.619,1.16,"10994",1,500,"-1",53
"26",1.143,1.257,"10994",1,500,"1",53
"27",-0.979,1.524,"10994",1,500,"-1",51
"28",5.076,1.117,"10994",1,500,"1",51
"29",-1.866,1.261,"10994",1,500,"-1",50
"30",1.396,1.365,"10994",1,500,"1",50
"31",-5.254,1.215,"10994",1,500,"-1",49
"32",1.735,2.641,"10994",1,500,"1",49
"33",-2.986,0.993,"10994",1,500,"-1",48
"34",0.263,1.786,"10994",1,500,"1",48
"35",-5.457,1.436,"10994",1,500,"-1",47
"36",-0.456,1.225,"10994",1,500,"1",47
"37",-1.914,2.183,"10994",1,500,"-1",46
"38",3.709,2.287,"10994",1,500,"1",46
"39",-5.481,1.676,"10994",1,500,"-1",45
"40",1.311,2.973,"10994",1,500,"1",45
"41",-3.12,1.225,"10994",1,500,"-1",44
"42",0.975,1.252,"10994",1,500,"1",44
"43",-0.423,1.448,"10994",1,500,"-1",43
"44",2.204,0.749,"10994",1,500,"1",43
"45",-2.781,2.303,"10994",1,500,"-1",42
"46",2.68,2.107,"10994",1,500,"1",42
"47",0.304,0.981,"10994",1,500,"-1",41
"48",1.525,2.324,"10994",1,500,"1",41
"49",-0.963,1.153,"10994",1,500,"-1",40
"50",3.027,5.032,"10994",1,500,"1",40
"51",-2.552,1.97,"10994",1,500,"-1",39
"52",3.014,2.059,"10994",1,500,"1",39
"53",-5.213,1.403,"10994",1,500,"-1",38
"54",1.52,2.521,"10994",1,500,"1",38
"55",-1.667,2.127,"10994",1,500,"-1",37
"56",5.683,0.862,"10994",1,500,"1",37
"57",-10.537,3.376,"10994",1,500,"-1",36
"58",0.015,5.01,"10994",1,500,"1",36
"59",-3.318,1.615,"10994",1,500,"-1",35
"60",2.189,2.078,"10994",1,500,"1",35
"61",-3.719,2.491,"10994",1,500,"-1",34
"62",3.891,2.57,"10994",1,500,"1",34
"63",-3.463,4.171,"10994",1,500,"-1",33
"64",8.121,1.84,"10994",1,500,"1",33
"65",-1.553,2.685,"10994",1,500,"-1",32
"66",7.333,1.028,"10994",1,500,"1",32
"67",-3.577,0.817,"10994",1,500,"-1",31
"68",-0.551,1.172,"10994",1,500,"1",31
"69",0.82,1.918,"10994",1,500,"-1",30
"70",5.023,0.814,"10994",1,500,"1",30
"71",-3.107,2.893,"10994",1,500,"-1",29
"72",3.77,1.993,"10994",1,500,"1",29
"73",-5.077,0.634,"10994",1,500,"-1",27
"74",-0.071,1.679,"10994",1,500,"1",27
"75",-9.246,2.357,"10994",1,500,"-1",26
"76",5.889,4.877,"10994",1,500,"1",26
"77",1.948,2.157,"10994",1,500,"-1",25
"78",7.105,0.889,"10994",1,500,"1",25
"79",1.56,0.977,"10994",1,500,"-1",24
"80",5.228,0.962,"10994",1,500,"1",24
"81",-2.086,4.182,"10994",1,500,"-1",23
"82",6.816,2.146,"10994",1,500,"1",23
"83",-2.856,0.846,"10994",1,500,"-1",22
"84",-0.203,1.563,"10994",1,500,"1",22
"85",0.92,1.894,"10994",1,500,"-1",21
"86",4.039,0.468,"10994",1,500,"1",21
"87",-2.027,1.556,"10994",1,500,"-1",20
"88",4.431,1.574,"10994",1,500,"1",20
"89",-3.413,3.056,"10994",1,500,"-1",19
"90",2.627,1.342,"10994",1,500,"1",19
"91",-1.615,1.865,"10994",1,500,"-1",18
"92",3.293,1.434,"10994",1,500,"1",18
"93",-0.896,0.882,"10994",1,500,"-1",17
"94",1.633,0.842,"10994",1,500,"1",17
"95",-4.153,1.498,"10994",1,500,"-1",16
"96",2.693,1.87,"10994",1,500,"1",16
"97",-6.592,0.983,"10994",1,500,"-1",15
"98",0.002,2.781,"10994",1,500,"1",15
"99",-1.23,1.308,"10994",1,500,"-1",14
"100",2.805,1.401,"10994",1,500,"1",14
"101",-5.718,2.897,"10994",1,500,"-1",13
"102",2.423,2.311,"10994",1,500,"1",13
"103",-1.233,1.193,"10994",1,500,"-1",12
"104",1.618,1.042,"10994",1,500,"1",12
"105",-2.352,0.423,"10994",1,500,"-1",11
"106",1.888,1.401,"10994",1,500,"1",11
"107",-3.671,2.66,"10994",1,500,"-1",10
"108",5.61,2.881,"10994",1,500,"1",10
"109",-3,0,"10994",1,500,"-1",9
"110",0.265,1.72,"10994",1,500,"1",9
"111",-4.511,1.976,"10994",1,500,"-1",8
"112",0.854,2.627,"10994",1,500,"1",8
"113",-6.162,0.785,"10994",1,500,"-1",7
"114",-1.615,2.131,"10994",1,500,"1",7
"115",-5.616,1.585,"10994",1,500,"-1",6
"116",0.702,2.488,"10994",1,500,"1",6
"117",-8.082,1.978,"10994",1,500,"-1",5
"118",0.402,2.028,"10994",1,500,"1",5
"119",-2.372,3.315,"10994",1,500,"-1",4
"120",5.248,2.543,"10994",1,500,"1",4
"121",-3.478,1.1,"10994",1,500,"-1",3
"122",0.243,1.424,"10994",1,500,"1",3
"123",-1.335,1.279,"10994",1,500,"-1",2
"124",2.842,4.95,"10994",1,500,"1",2
"125",0.86,0.539,"10994",1,500,"-1",1
"126",6.25,1.923,"10994",1,500,"1",1
