"","Re1..Intercept.","Re1.sd","sample","shape","BetaSigma","status","segs"
"7310",5.692,0.789,10904,1,500,1,54
"7311",-4.319,3.17,10904,1,500,-1,53
"7312",4.817,2.999,10904,1,500,1,53
"7313",-4.739,4.922,10904,1,500,-1,52
"7314",12.536,2.303,10904,1,500,1,52
"7315",-4.655,7.262,10904,1,500,-1,51
"7316",0.939,2.232,10904,1,500,1,51
"7317",1.596,2.51,10904,1,500,-1,50
"7318",13.14,3.084,10904,1,500,1,50
"7319",-1.445,0.684,10904,1,500,-1,49
"7320",0.01,0.345,10904,1,500,1,49
"7321",-1.476,1.758,10904,1,500,-1,48
"7322",2.698,1.223,10904,1,500,1,48
"7323",0.307,4.233,10904,1,500,-1,47
"7324",9.567,2.242,10904,1,500,1,47
"7325",-1.242,3.186,10904,1,500,-1,46
"7326",8.362,2.309,10904,1,500,1,46
"7327",-1.053,2.128,10904,1,500,-1,45
"7328",4.697,1.384,10904,1,500,1,45
"7329",-5.084,0.64,10904,1,500,-1,44
"7330",0.016,1.425,10904,1,500,1,44
"7331",-4.475,3.981,10904,1,500,-1,42
"7332",5.385,2.601,10904,1,500,1,42
"7333",-2.739,3.754,10904,1,500,-1,41
"7334",0.268,1.364,10904,1,500,1,41
"7335",-2.079,1.008,10904,1,500,-1,40
"7336",1.6,0.967,10904,1,500,1,40
"7337",-2.405,1.447,10904,1,500,-1,39
"7338",1.21,1.639,10904,1,500,1,39
"7339",-2.248,1.765,10904,1,500,-1,38
"7340",3.694,2.729,10904,1,500,1,38
"7341",-2.15,0.687,10904,1,500,-1,37
"7342",-0.002,0.608,10904,1,500,1,37
"7343",0.199,1.954,10904,1,500,-1,36
"7344",4.457,0.933,10904,1,500,1,36
"7345",-2.7,1.232,10904,1,500,-1,35
"7346",1.8,1.339,10904,1,500,1,35
"7347",-0.724,3.329,10904,1,500,-1,34
"7348",5.923,1.922,10904,1,500,1,34
"7349",-1.135,0.928,10904,1,500,-1,33
"7350",2.248,1.049,10904,1,500,1,33
"7351",-7.618,1.856,10904,1,500,-1,32
"7352",-1.423,1.798,10904,1,500,1,32
"7353",0.29,1.932,10904,1,500,-1,31
"7354",6.553,1.35,10904,1,500,1,31
"7355",-7.043,1.426,10904,1,500,-1,30
"7356",-2.48,1.336,10904,1,500,1,30
"7357",-0.277,0.704,10904,1,500,-1,29
"7358",1.177,0.431,10904,1,500,1,29
"7359",-6.06,2.835,10904,1,500,-1,28
"7360",2.463,2.583,10904,1,500,1,28
"7361",-1.299,1.466,10904,1,500,-1,27
"7362",2.578,0.752,10904,1,500,1,27
"7363",-6.482,0.573,10904,1,500,-1,26
"7364",-0.547,2.76,10904,1,500,1,26
"7365",-2.209,3.795,10904,1,500,-1,24
"7366",6.911,2.274,10904,1,500,1,24
"7367",-4.641,2.243,10904,1,500,-1,23
"7368",3.491,3.912,10904,1,500,1,23
"7369",-1.795,2.653,10904,1,500,-1,22
"7370",6.305,2.339,10904,1,500,1,22
"7371",-6.712,1.46,10904,1,500,-1,21
"7372",1.328,3.418,10904,1,500,1,21
"7373",-4.843,1.214,10904,1,500,-1,20
"7374",-0.576,1.535,10904,1,500,1,20
"7375",-0.083,0.687,10904,1,500,-1,19
"7376",1.777,0.605,10904,1,500,1,19
"7377",-1.578,1.942,10904,1,500,-1,18
"7378",3.203,1.25,10904,1,500,1,18
"7379",-1.338,2.183,10904,1,500,-1,17
"7380",4.624,5.68,10904,1,500,1,17
"7381",-1.223,1.821,10904,1,500,-1,16
"7382",4.277,1.027,10904,1,500,1,16
"7383",-3.536,2.699,10904,1,500,-1,14
"7384",3.827,2.498,10904,1,500,1,14
"7385",-3.393,1.428,10904,1,500,-1,13
"7386",3.113,2.496,10904,1,500,1,13
"7387",-9.124,2.025,10904,1,500,-1,12
"7388",-0.243,2.778,10904,1,500,1,12
"7389",-0.166,1.473,10904,1,500,-1,11
"7390",2.662,0.981,10904,1,500,1,11
"7391",-4.851,2.235,10904,1,500,-1,10
"7392",3.209,2.31,10904,1,500,1,10
"7393",-4.438,2.446,10904,1,500,-1,9
"7394",4.151,3.35,10904,1,500,1,9
"7395",-2.69,2.285,10904,1,500,-1,8
"7396",4.188,1.518,10904,1,500,1,8
"7397",-15.342,2.322,10904,1,500,-1,7
"7398",0.127,5.938,10904,1,500,1,7
"7399",-0.254,0.329,10904,1,500,-1,6
"7400",2.751,1.087,10904,1,500,1,6
"7401",-5.991,2.248,10904,1,500,-1,5
"7402",-0.087,2.543,10904,1,500,1,5
"7403",-1.439,0.725,10904,1,500,-1,4
"7404",0.81,0.925,10904,1,500,1,4
"7405",-1.212,2.647,10904,1,500,-1,3
"7406",1.239,0.756,10904,1,500,1,3
"7407",-3.923,3.597,10904,1,500,-1,1
"7408",6.01,2.647,10904,1,500,1,1
"7409",-5.866,2.579,10905,1,500,-1,38
"7410",2.619,4.053,10905,1,500,1,38
"7411",-1.587,1.855,10905,1,500,-1,37
"7412",1.517,5.572,10905,1,500,1,37
"7413",-1.953,1.983,10905,1,500,-1,36
"7414",5.294,2.301,10905,1,500,1,36
"7415",-2.213,7.549,10905,1,500,-1,35
"7416",-2.143,1.545,10905,1,500,1,35
"7417",0.177,6.916,10905,1,500,-1,34
"7418",0.305,6.905,10905,1,500,1,34
"7419",-5.632,3.436,10905,1,500,-1,33
"7420",3.695,3.454,10905,1,500,1,33
"7421",-10.466,3.526,10905,1,500,-1,32
"7422",0.969,3.555,10905,1,500,1,32
"7423",-1.805,1.312,10905,1,500,-1,31
"7424",1.615,1.192,10905,1,500,1,31
"7425",-0.845,1.555,10905,1,500,-1,30
"7426",4.148,1.063,10905,1,500,1,30
"7427",-6.422,1.734,10905,1,500,-1,29
"7428",2.651,2.993,10905,1,500,1,29
"7429",-1.012,2.636,10905,1,500,-1,28
"7430",6.602,2.372,10905,1,500,1,28
"7431",-2.297,2.072,10905,1,500,-1,27
"7432",3.85,1.479,10905,1,500,1,27
"7433",-3.256,1.371,10905,1,500,-1,26
"7434",2.196,2.016,10905,1,500,1,26
"7435",-1.361,1.612,10905,1,500,-1,25
"7436",2.808,1.374,10905,1,500,1,25
"7437",-2.536,2.575,10905,1,500,-1,24
"7438",5.123,1.581,10905,1,500,1,24
"7439",1.124,0.684,10905,1,500,-1,23
"7440",4.407,1.034,10905,1,500,1,23
"7441",-2.851,0.671,10905,1,500,-1,22
"7442",-0.603,0.474,10905,1,500,1,22
"7443",-2.641,1.258,10905,1,500,-1,21
"7444",1.978,1.504,10905,1,500,1,21
"7445",-0.174,2.495,10905,1,500,-1,20
"7446",4.278,0.885,10905,1,500,1,20
"7447",-3.132,3.499,10905,1,500,-1,19
"7448",6.14,2.824,10905,1,500,1,19
"7449",-0.761,0.667,10905,1,500,-1,18
"7450",2.115,0.683,10905,1,500,1,18
"7451",-3.827,2.349,10905,1,500,-1,17
"7452",2.938,2.218,10905,1,500,1,17
"7453",-1.243,2.522,10905,1,500,-1,16
"7454",7.842,2.215,10905,1,500,1,16
"7455",-0.489,2.956,10905,1,500,-1,15
"7456",3.374,1.903,10905,1,500,1,15
"7457",-1.33,1.71,10905,1,500,-1,14
"7458",-1.131,5.407,10905,1,500,1,14
"7459",-5.045,2.298,10905,1,500,-1,13
"7460",0.802,1.484,10905,1,500,1,13
"7461",-0.132,0.331,10905,1,500,-1,12
"7462",1.185,0.451,10905,1,500,1,12
"7463",1.172,2.47,10905,1,500,-1,11
"7464",1.174,2.471,10905,1,500,1,11
"7465",-5.003,1.815,10905,1,500,-1,10
"7466",2.951,2.994,10905,1,500,1,10
"7467",-12.422,2.71,10905,1,500,-1,9
"7468",-2.458,3.671,10905,1,500,1,9
"7469",-0.093,6.375,10905,1,500,-1,8
"7470",0.164,2.004,10905,1,500,1,8
"7471",-2.555,1.631,10905,1,500,-1,7
"7472",2.606,1.379,10905,1,500,1,7
"7473",-3.841,1.177,10905,1,500,-1,6
"7474",-0.343,0.822,10905,1,500,1,6
"7475",-0.154,2.031,10905,1,500,-1,5
"7476",0.134,8.901,10905,1,500,1,5
"7477",-3.404,0.832,10905,1,500,-1,4
"7478",0.437,1.47,10905,1,500,1,4
"7479",-6.961,2.543,10905,1,500,-1,3
"7480",1.492,4.413,10905,1,500,1,3
"7481",-11.175,3.318,10905,1,500,-1,2
"7482",-0.691,2.05,10905,1,500,1,2
"7483",-3.039,2.121,10905,1,500,-1,1
"7484",2.813,1.188,10905,1,500,1,1
"7485",-1.197,3.111,10931,1,500,-1,36
"7486",6.223,2.705,10931,1,500,1,36
"7487",-2.137,1.956,10931,1,500,-1,35
"7488",3.289,1.81,10931,1,500,1,35
"7489",0.897,2.045,10931,1,500,-1,34
"7490",11.488,3.294,10931,1,500,1,34
"7491",-1.709,1.897,10931,1,500,-1,33
"7492",2.952,0.977,10931,1,500,1,33
"7493",-4.712,2.339,10931,1,500,-1,32
"7494",1.065,2.476,10931,1,500,1,32
"7495",-1.862,3.441,10931,1,500,-1,31
"7496",5.799,2.267,10931,1,500,1,31
"7497",-6.205,2.58,10931,1,500,-1,30
"7498",2.249,2.028,10931,1,500,1,30
"7499",-8.325,1.635,10931,1,500,-1,29
"7500",-0.243,3.666,10931,1,500,1,29
"7501",-3.77,0.764,10931,1,500,-1,28
"7502",-1.273,0.79,10931,1,500,1,28
"7503",-4.604,1.759,10931,1,500,-1,27
"7504",2.21,2.62,10931,1,500,1,27
"7505",-2.874,1.791,10931,1,500,-1,26
"7506",2.342,1.45,10931,1,500,1,26
"7507",0.491,1.499,10931,1,500,-1,25
"7508",4.92,0.922,10931,1,500,1,25
"7509",0.289,1.049,10931,1,500,-1,24
"7510",0.889,6.401,10931,1,500,1,24
"7511",-2.514,1.609,10931,1,500,-1,23
"7512",4.553,2.945,10931,1,500,1,23
"7513",-4.133,2.457,10931,1,500,-1,22
"7514",3.314,2.494,10931,1,500,1,22
"7515",-5.653,1.833,10931,1,500,-1,21
"7516",1.678,2.282,10931,1,500,1,21
"7517",-1.681,2.087,10931,1,500,-1,20
"7518",3.368,1.16,10931,1,500,1,20
"7519",-4.718,1.489,10931,1,500,-1,19
"7520",0.533,5.252,10931,1,500,1,19
"7521",-4.695,1.012,10931,1,500,-1,18
"7522",1.305,2.416,10931,1,500,1,18
"7523",0.914,0.881,10931,1,500,-1,17
"7524",5.287,0.962,10931,1,500,1,17
"7525",-2.017,3.293,10931,1,500,-1,16
"7526",6.267,2.346,10931,1,500,1,16
"7527",-2.699,1.344,10931,1,500,-1,15
"7528",1.614,1.926,10931,1,500,1,15
"7529",-5.362,4.641,10931,1,500,-1,14
"7530",8.221,3.54,10931,1,500,1,14
"7531",-0.966,2.422,10931,1,500,-1,13
"7532",4.406,1.174,10931,1,500,1,13
"7533",-2.871,2.663,10931,1,500,-1,12
"7534",3.257,2.68,10931,1,500,1,12
"7535",1.243,0.778,10931,1,500,-1,11
"7536",3.798,0.282,10931,1,500,1,11
"7537",-2.52,1.805,10931,1,500,-1,10
"7538",3.831,2.054,10931,1,500,1,10
"7539",-1.461,2.724,10931,1,500,-1,9
"7540",4.438,1.402,10931,1,500,1,9
"7541",-4.365,0.989,10931,1,500,-1,8
"7542",-1.821,0.941,10931,1,500,1,8
"7543",-0.575,0.777,10931,1,500,-1,7
"7544",-0.122,5.686,10931,1,500,1,7
"7545",-6.098,1.545,10931,1,500,-1,6
"7546",1.464,2.212,10931,1,500,1,6
"7547",-0.271,2.438,10931,1,500,-1,5
"7548",0.979,0.823,10931,1,500,1,5
"7549",-5.988,1.573,10931,1,500,-1,4
"7550",-0.27,3.164,10931,1,500,1,4
"7551",-5.201,0.992,10931,1,500,-1,3
"7552",-1.005,1.859,10931,1,500,1,3
"7553",-2.513,7.945,10931,1,500,-1,2
"7554",-2.123,2.299,10931,1,500,1,2
"7555",-1.816,3.159,10931,1,500,-1,1
"7556",1.719,1.554,10931,1,500,1,1
"7557",-2.638,5.232,10932,1,500,-1,27
"7558",0.121,1.618,10932,1,500,1,27
"7559",-8.044,2.059,10932,1,500,-1,26
"7560",-0.105,2.652,10932,1,500,1,26
"7561",-4.562,0.707,10932,1,500,-1,25
"7562",-0.044,1.724,10932,1,500,1,25
"7563",-3.651,1.119,10932,1,500,-1,24
"7564",0.01,1.585,10932,1,500,1,24
"7565",0.311,2.333,10932,1,500,-1,23
"7566",5.609,0.692,10932,1,500,1,23
"7567",-6.251,2.413,10932,1,500,-1,22
"7568",2.143,2.112,10932,1,500,1,22
"7569",-2.32,3.37,10932,1,500,-1,21
"7570",1.247,1.637,10932,1,500,1,21
"7571",-1.514,0.383,10932,1,500,-1,20
"7572",-0.166,0.438,10932,1,500,1,20
"7573",-1.198,0.735,10932,1,500,-1,19
"7574",1.071,1.561,10932,1,500,1,19
"7575",-5.565,2.271,10932,1,500,-1,18
"7576",2.353,2.084,10932,1,500,1,18
"7577",-4.523,1.51,10932,1,500,-1,17
"7578",-0.364,0.998,10932,1,500,1,17
"7579",-2.882,2.895,10932,1,500,-1,16
"7580",4.264,2.239,10932,1,500,1,16
"7581",-0.826,1.121,10932,1,500,-1,15
"7582",2.273,0.305,10932,1,500,1,15
"7583",-1.708,4.308,10932,1,500,-1,14
"7584",0.604,1.324,10932,1,500,1,14
"7585",0.939,0.681,10932,1,500,-1,13
"7586",3.225,0.763,10932,1,500,1,13
"7587",0.821,5.033,10932,1,500,-1,12
"7588",0.825,5.035,10932,1,500,1,12
"7589",-4.774,2.905,10932,1,500,-1,11
"7590",4.216,2.606,10932,1,500,1,11
"7591",-2.049,0.745,10932,1,500,-1,10
"7592",0.466,0.804,10932,1,500,1,10
"7593",-3.072,3.038,10932,1,500,-1,9
"7594",3.712,2.584,10932,1,500,1,9
"7595",-3.712,1.368,10932,1,500,-1,8
"7596",2.142,2.697,10932,1,500,1,8
"7597",-2.449,2.586,10932,1,500,-1,7
"7598",5.541,1.377,10932,1,500,1,7
"7599",-3.962,1.827,10932,1,500,-1,6
"7600",2.929,1.938,10932,1,500,1,6
"7601",-10.575,2.809,10932,1,500,-1,5
"7602",0.469,6.192,10932,1,500,1,5
"7603",-1.139,2.072,10932,1,500,-1,4
"7604",4.119,1.266,10932,1,500,1,4
"7605",-6.347,2.06,10932,1,500,-1,3
"7606",0.251,3.17,10932,1,500,1,3
"7607",0.705,1.137,10932,1,500,-1,2
"7608",3.744,0.429,10932,1,500,1,2
"7609",0.256,1.178,10932,1,500,-1,1
"7610",1.122,5.194,10932,1,500,1,1
"7611",-3.639,2.111,10934,1,500,-1,51
"7612",3.532,2.432,10934,1,500,1,51
"7613",-5.573,1.111,10934,1,500,-1,50
"7614",-1.782,1.577,10934,1,500,1,50
"7615",-8.286,2.716,10934,1,500,-1,49
"7616",4.451,3.567,10934,1,500,1,49
"7617",-1.084,1.524,10934,1,500,-1,48
"7618",5.535,1.638,10934,1,500,1,48
"7619",-2.157,5.468,10934,1,500,-1,47
"7620",0.172,1.253,10934,1,500,1,47
"7621",-3.732,1.192,10934,1,500,-1,46
"7622",-0.904,0.56,10934,1,500,1,46
"7623",-2.449,1.165,10934,1,500,-1,45
"7624",0.007,1.491,10934,1,500,1,45
"7625",-3.316,0.978,10934,1,500,-1,44
"7626",-0.291,0.679,10934,1,500,1,44
"7627",-0.556,2.236,10934,1,500,-1,43
"7628",4.917,1.447,10934,1,500,1,43
"7629",-1.677,0.943,10934,1,500,-1,42
"7630",1.115,0.805,10934,1,500,1,42
"7631",-1.758,1.443,10934,1,500,-1,41
"7632",2.219,1.508,10934,1,500,1,41
"7633",-1.565,1.237,10934,1,500,-1,40
"7634",2.589,1.587,10934,1,500,1,40
"7635",-4.524,1.365,10934,1,500,-1,39
"7636",0.602,1.98,10934,1,500,1,39
"7637",-4.241,1.406,10934,1,500,-1,38
"7638",1.113,1.904,10934,1,500,1,38
"7639",-0.074,1.065,10934,1,500,-1,37
"7640",1.498,3.525,10934,1,500,1,37
"7641",-3.866,2.085,10934,1,500,-1,36
"7642",3.602,2.774,10934,1,500,1,36
"7643",-2.775,2.009,10934,1,500,-1,35
"7644",2.439,1.686,10934,1,500,1,35
"7645",0.124,0.546,10934,1,500,-1,34
"7646",3.06,1.333,10934,1,500,1,34
"7647",-3.294,3.39,10934,1,500,-1,33
"7648",5.284,2.908,10934,1,500,1,33
"7649",-3.296,6.438,10934,1,500,-1,32
"7650",1.6,1.633,10934,1,500,1,32
"7651",-1.67,0.546,10934,1,500,-1,31
"7652",-0.364,0.309,10934,1,500,1,31
"7653",-2.907,1.861,10934,1,500,-1,30
"7654",3.567,3.014,10934,1,500,1,30
"7655",-0.916,2.651,10934,1,500,-1,29
"7656",3.995,1.108,10934,1,500,1,29
"7657",-9.033,1.633,10934,1,500,-1,28
"7658",0.533,3.716,10934,1,500,1,28
"7659",-2.094,1.196,10934,1,500,-1,27
"7660",2.758,2.205,10934,1,500,1,27
"7661",-3.848,2.092,10934,1,500,-1,26
"7662",1.273,2.04,10934,1,500,1,26
"7663",-1.591,2.583,10934,1,500,-1,25
"7664",4.761,1.937,10934,1,500,1,25
"7665",-1.476,1.149,10934,1,500,-1,24
"7666",-0.502,4.118,10934,1,500,1,24
"7667",-1.94,0.922,10934,1,500,-1,23
"7668",2.086,1.537,10934,1,500,1,23
"7669",-9.527,1.595,10934,1,500,-1,22
"7670",2.104,2.239,10934,1,500,1,22
"7671",-1.152,4.415,10934,1,500,-1,21
"7672",1.926,1.352,10934,1,500,1,21
"7673",-2.37,0.761,10934,1,500,-1,20
"7674",-0.328,0.817,10934,1,500,1,20
"7675",-2.53,1.097,10934,1,500,-1,19
"7676",-0.063,0.287,10934,1,500,1,19
"7677",-0.096,1.889,10934,1,500,-1,18
"7678",3.82,0.319,10934,1,500,1,18
"7679",-2.819,1.07,10934,1,500,-1,17
"7680",-0.117,1.16,10934,1,500,1,17
"7681",-8.041,4.662,10934,1,500,-1,16
"7682",-1.321,1.666,10934,1,500,1,16
"7683",-1.318,1.444,10934,1,500,-1,15
"7684",1.972,5.202,10934,1,500,1,15
"7685",-3.447,0.141,10934,1,500,-1,14
"7686",0.026,1.537,10934,1,500,1,14
"7687",-2.216,1.91,10934,1,500,-1,13
"7688",2.675,1.554,10934,1,500,1,13
"7689",-1.022,2.652,10934,1,500,-1,12
"7690",2.757,11.099,10934,1,500,1,12
"7691",-2.865,0.591,10934,1,500,-1,11
"7692",-0.958,0.629,10934,1,500,1,11
"7693",-3.732,0.929,10934,1,500,-1,10
"7694",0.236,0.948,10934,1,500,1,10
"7695",-6.323,4.619,10934,1,500,-1,9
"7696",-1.135,2.202,10934,1,500,1,9
"7697",-4.406,2.955,10934,1,500,-1,8
"7698",3.57,3.82,10934,1,500,1,8
"7699",-4.25,2.706,10934,1,500,-1,7
"7700",3.555,2.522,10934,1,500,1,7
"7701",-7,0.453,10934,1,500,-1,6
"7702",-2.017,2.612,10934,1,500,1,6
"7703",-7.978,8.839,10934,1,500,-1,5
"7704",-1.816,2.273,10934,1,500,1,5
"7705",-5.799,0.401,10934,1,500,-1,4
"7706",-2.111,1.5,10934,1,500,1,4
"7707",-2.422,3.586,10934,1,500,-1,3
"7708",6.927,2.123,10934,1,500,1,3
"7709",-5.987,4.149,10934,1,500,-1,2
"7710",4.778,3.237,10934,1,500,1,2
"7711",-4.028,2.1,10934,1,500,-1,1
"7712",3.232,1.68,10934,1,500,1,1
"7713",-3.73,1.605,10938,1,500,-1,65
"7714",1.585,2.463,10938,1,500,1,65
"7715",-3.036,1.047,10938,1,500,-1,64
"7716",1.339,1.613,10938,1,500,1,64
"7717",-1.512,0.385,10938,1,500,-1,63
"7718",-0.165,0.437,10938,1,500,1,63
"7719",-1.486,1.366,10938,1,500,-1,62
"7720",1.408,6.009,10938,1,500,1,62
"7721",-0.764,0.489,10938,1,500,-1,61
"7722",0.628,0.545,10938,1,500,1,61
"7723",-0.56,0.197,10938,1,500,-1,60
"7724",-0.078,0.086,10938,1,500,1,60
"7725",-5.068,2.144,10938,1,500,-1,59
"7726",3.077,2.891,10938,1,500,1,59
"7727",0.206,2.404,10938,1,500,-1,58
"7728",5.118,0.862,10938,1,500,1,58
"7729",-7.488,2.668,10938,1,500,-1,57
"7730",2.099,3.755,10938,1,500,1,57
"7731",-3.305,1.102,10938,1,500,-1,56
"7732",0.238,0.946,10938,1,500,1,56
"7733",-5.747,1.827,10938,1,500,-1,55
"7734",0.137,2.469,10938,1,500,1,55
"7735",-5.467,1.723,10938,1,500,-1,54
"7736",-0.754,1.787,10938,1,500,1,54
"7737",-4.58,4.137,10938,1,500,-1,53
"7738",4.561,3.45,10938,1,500,1,53
"7739",-2.737,0.732,10938,1,500,-1,52
"7740",-0.298,0.77,10938,1,500,1,52
"7741",0.223,0.962,10938,1,500,-1,51
"7742",2.006,0.693,10938,1,500,1,51
"7743",-1.621,6.671,10938,1,500,-1,50
"7744",3.05,1.955,10938,1,500,1,50
"7745",-4.861,0.915,10938,1,500,-1,49
"7746",0.505,2.916,10938,1,500,1,49
"7747",0.199,3.605,10938,1,500,-1,48
"7748",0.905,0.638,10938,1,500,1,48
"7749",0.687,7.194,10938,1,500,-1,47
"7750",1.598,1.759,10938,1,500,1,47
"7751",-3.395,1.898,10938,1,500,-1,46
"7752",3.919,2.638,10938,1,500,1,46
"7753",-1.889,1.1,10938,1,500,-1,45
"7754",2.25,0.829,10938,1,500,1,45
"7755",-2.297,7.167,10938,1,500,-1,44
"7756",-0.26,2.004,10938,1,500,1,44
"7757",-4.401,3.151,10938,1,500,-1,43
"7758",3.918,2.22,10938,1,500,1,43
"7759",-0.743,0.214,10938,1,500,-1,42
"7760",0.427,0.396,10938,1,500,1,42
"7761",-5.88,2.043,10938,1,500,-1,41
"7762",2.795,3.487,10938,1,500,1,41
"7763",-0.902,2.075,10938,1,500,-1,40
"7764",4.267,3.384,10938,1,500,1,40
"7765",-5.986,1.476,10938,1,500,-1,38
"7766",1.865,2.863,10938,1,500,1,38
"7767",-3.037,2.166,10938,1,500,-1,37
"7768",2.708,1.904,10938,1,500,1,37
"7769",0.842,0.533,10938,1,500,-1,36
"7770",1.954,0.591,10938,1,500,1,36
"7771",-0.87,2.636,10938,1,500,-1,35
"7772",7.634,2.809,10938,1,500,1,35
"7773",0.471,0.667,10938,1,500,-1,34
"7774",0.707,0,10938,1,500,1,34
"7775",-4.154,2.225,10938,1,500,-1,33
"7776",1.353,3.082,10938,1,500,1,33
"7777",-7.916,1.249,10938,1,500,-1,32
"7778",-2.309,2.219,10938,1,500,1,32
"7779",-1.243,2.39,10938,1,500,-1,31
"7780",5.15,1.194,10938,1,500,1,31
"7781",-1.39,0.734,10938,1,500,-1,30
"7782",3.237,1.684,10938,1,500,1,30
"7783",-1.189,0.805,10938,1,500,-1,29
"7784",1.054,0.857,10938,1,500,1,29
"7785",-3.949,2.562,10938,1,500,-1,28
"7786",2.236,2.675,10938,1,500,1,28
"7787",-3.228,1.564,10938,1,500,-1,27
"7788",0.782,1.703,10938,1,500,1,27
"7789",-1.749,1.844,10938,1,500,-1,26
"7790",5.536,1.584,10938,1,500,1,26
"7791",-1.565,7.052,10938,1,500,-1,25
"7792",14.039,2.199,10938,1,500,1,25
"7793",-6.569,2.036,10938,1,500,-1,24
"7794",2.301,2.559,10938,1,500,1,24
"7795",-1.372,1.156,10938,1,500,-1,23
"7796",3.373,1.43,10938,1,500,1,23
"7797",-4.713,1.452,10938,1,500,-1,22
"7798",1.862,2.243,10938,1,500,1,22
"7799",0.842,1.524,10938,1,500,-1,21
"7800",5.132,1.299,10938,1,500,1,21
"7801",-1.16,0.859,10938,1,500,-1,20
"7802",1.821,0.823,10938,1,500,1,20
"7803",-1.591,0.951,10938,1,500,-1,19
"7804",2.484,0.242,10938,1,500,1,19
"7805",-5.472,1.096,10938,1,500,-1,18
"7806",2.957,1.87,10938,1,500,1,18
"7807",-1.378,0.671,10938,1,500,-1,17
"7808",0.442,0.75,10938,1,500,1,17
"7809",-5.434,1.73,10938,1,500,-1,16
"7810",0.958,2.981,10938,1,500,1,16
"7811",-7.205,3.932,10938,1,500,-1,15
"7812",3.182,3.312,10938,1,500,1,15
"7813",-1.334,2.388,10938,1,500,-1,14
"7814",4.171,1.733,10938,1,500,1,14
"7815",-1.818,0.835,10938,1,500,-1,13
"7816",1.522,1.179,10938,1,500,1,13
"7817",-6.441,1.779,10938,1,500,-1,12
"7818",1.125,3.563,10938,1,500,1,12
"7819",-1.442,2.247,10938,1,500,-1,11
"7820",7.013,1.501,10938,1,500,1,11
"7821",-0.904,3.362,10938,1,500,-1,10
"7822",8.33,0.742,10938,1,500,1,10
"7823",-0.795,2.419,10938,1,500,-1,9
"7824",3.221,7.865,10938,1,500,1,9
"7825",-2.724,2.047,10938,1,500,-1,8
"7826",1.895,1.201,10938,1,500,1,8
"7827",-1.168,1.489,10938,1,500,-1,7
"7828",3.952,1.482,10938,1,500,1,7
"7829",-3.516,2.717,10938,1,500,-1,6
"7830",2.9,2.067,10938,1,500,1,6
"7831",-6.873,0.854,10938,1,500,-1,5
"7832",1.826,3.685,10938,1,500,1,5
"7833",-0.103,3.753,10938,1,500,-1,4
"7834",12.372,2.612,10938,1,500,1,4
"7835",-2.595,2.491,10938,1,500,-1,3
"7836",5.368,1.316,10938,1,500,1,3
"7837",-1.494,0.806,10938,1,500,-1,2
"7838",0.776,0.927,10938,1,500,1,2
"7839",-2.481,1.995,10938,1,500,-1,1
"7840",2.87,2.186,10938,1,500,1,1
"7841",-3.442,1.908,10939,1,500,-1,21
"7842",1.271,1.992,10939,1,500,1,21
"7843",-0.662,1.703,10939,1,500,-1,20
"7844",3.857,1.036,10939,1,500,1,20
"7845",0.285,2.088,10939,1,500,-1,19
"7846",7.433,2.137,10939,1,500,1,19
"7847",-4.486,1.56,10939,1,500,-1,18
"7848",1.167,2.058,10939,1,500,1,18
"7849",-0.737,0.717,10939,1,500,-1,17
"7850",1.279,0.72,10939,1,500,1,17
"7851",-2.326,2.405,10939,1,500,-1,16
"7852",3.741,1.987,10939,1,500,1,16
"7853",-1.069,1.103,10939,1,500,-1,15
"7854",2.669,5.762,10939,1,500,1,15
"7855",-4.334,1.15,10939,1,500,-1,14
"7856",0.235,1.762,10939,1,500,1,14
"7857",-2.281,4.419,10939,1,500,-1,13
"7858",-0.049,1.712,10939,1,500,1,13
"7859",-2.401,2.369,10939,1,500,-1,12
"7860",2.311,1.755,10939,1,500,1,12
"7861",-0.551,0.403,10939,1,500,-1,11
"7862",1.885,0.995,10939,1,500,1,11
"7863",-1.949,0.783,10939,1,500,-1,10
"7864",0.8,1.34,10939,1,500,1,10
"7865",-0.498,0.801,10939,1,500,-1,8
"7866",2.833,0.92,10939,1,500,1,8
"7867",-3.474,0.755,10939,1,500,-1,7
"7868",-0.927,0.82,10939,1,500,1,7
"7869",-2.468,0.792,10939,1,500,-1,6
"7870",-0.384,0.786,10939,1,500,1,6
"7871",-1.028,2.058,10939,1,500,-1,4
"7872",3.776,0.826,10939,1,500,1,4
"7873",-0.557,1.902,10939,1,500,-1,3
"7874",0.241,7.827,10939,1,500,1,3
"7875",-2.157,3.052,10939,1,500,-1,2
"7876",0.445,1.272,10939,1,500,1,2
"7877",-0.818,1.547,10939,1,500,-1,1
"7878",1.563,4.936,10939,1,500,1,1
"7879",0.782,0.501,10987,1,500,-1,36
"7880",5.189,1.922,10987,1,500,1,36
"7881",-5.585,1.653,10987,1,500,-1,35
"7882",2.483,3.408,10987,1,500,1,35
"7883",-0.559,3.074,10987,1,500,-1,34
"7884",5.677,1.68,10987,1,500,1,34
"7885",6.398,2.342,10987,1,500,-1,33
"7886",6.472,9.778,10987,1,500,1,33
"7887",-1.869,3.275,10987,1,500,-1,32
"7888",5.269,2.35,10987,1,500,1,32
"7889",-3.682,4.718,10987,1,500,-1,31
"7890",-0.494,1.343,10987,1,500,1,31
