"","Re1.(Intercept)","Re1.sd","sample","shape","BetaSigma","status"
"1",-0.288,0.873,"10420",1,20,"-1"
"2",0.11,2.524,"10420",1,20,"1"
"3",-0.199,2.971,"10420",2,20,"-1"
"4",-0.053,0.966,"10420",2,20,"1"
