"","Re1.(Intercept)","Re1.sd","sample","shape","BetaSigma","status","segs"
"1",-4.135,2.216,"10865",1,500,"-1",47
"2",2.603,2.921,"10865",1,500,"1",47
"3",-3.202,1.944,"10865",1,500,"-1",46
"4",2.757,2.223,"10865",1,500,"1",46
"5",-5.749,1.531,"10865",1,500,"-1",45
"6",-1.326,0.971,"10865",1,500,"1",45
"7",-0.162,1.935,"10865",1,500,"-1",44
"8",5.397,0.959,"10865",1,500,"1",44
"9",-1.058,1.801,"10865",1,500,"-1",43
"10",3.658,1.038,"10865",1,500,"1",43
"11",-2.37,2.462,"10865",1,500,"-1",42
"12",3.639,1.509,"10865",1,500,"1",42
"13",-1.719,2.196,"10865",1,500,"-1",41
"14",4.046,1.67,"10865",1,500,"1",41
"15",-4.074,0.827,"10865",1,500,"-1",40
"16",-0.456,2.064,"10865",1,500,"1",40
"17",-1.715,1.546,"10865",1,500,"-1",39
"18",2.354,1.473,"10865",1,500,"1",39
"19",-4.495,1.731,"10865",1,500,"-1",38
"20",2.639,2.604,"10865",1,500,"1",38
"21",-4.261,2.813,"10865",1,500,"-1",37
"22",5.558,3.015,"10865",1,500,"1",37
"23",0.917,1.784,"10865",1,500,"-1",36
"24",4.997,1.01,"10865",1,500,"1",36
"25",-5.493,3.04,"10865",1,500,"-1",35
"26",4.705,4.975,"10865",1,500,"1",35
"27",-0.289,1.028,"10865",1,500,"-1",34
"28",4.868,1.853,"10865",1,500,"1",34
"29",-1.273,1.055,"10865",1,500,"-1",33
"30",1.743,1.162,"10865",1,500,"1",33
"31",-1.808,3.405,"10865",1,500,"-1",32
"32",6.452,2.279,"10865",1,500,"1",32
"33",-1.949,0.903,"10865",1,500,"-1",31
"34",1.207,0.971,"10865",1,500,"1",31
"35",-1.037,2.813,"10865",1,500,"-1",30
"36",1.316,0.729,"10865",1,500,"1",30
"37",-3.204,2.738,"10865",1,500,"-1",29
"38",3.999,1.846,"10865",1,500,"1",29
"39",-1.043,1.026,"10865",1,500,"-1",28
"40",1.942,0.801,"10865",1,500,"1",28
"41",0.695,4.129,"10865",1,500,"-1",27
"42",1.035,1.18,"10865",1,500,"1",27
"43",-6.135,1.658,"10865",1,500,"-1",26
"44",-1.422,1.387,"10865",1,500,"1",26
"45",-7.36,10.801,"10865",1,500,"-1",25
"46",15.796,4.479,"10865",1,500,"1",25
"47",-4.975,1.356,"10865",1,500,"-1",24
"48",1.337,2.329,"10865",1,500,"1",24
"49",0.834,1.565,"10865",1,500,"-1",23
"50",3.172,4.296,"10865",1,500,"1",23
"51",-2.84,1.498,"10865",1,500,"-1",22
"52",1.564,2.15,"10865",1,500,"1",22
"53",-0.206,2.696,"10865",1,500,"-1",21
"54",5.926,1.287,"10865",1,500,"1",21
"55",1.169,1.896,"10865",1,500,"-1",20
"56",5.673,1.899,"10865",1,500,"1",20
"57",-4.183,2.99,"10865",1,500,"-1",19
"58",4.281,1.646,"10865",1,500,"1",19
"59",-3.389,2.998,"10865",1,500,"-1",18
"60",5.027,2.558,"10865",1,500,"1",18
"61",-3.745,2.085,"10865",1,500,"-1",17
"62",2.731,1.852,"10865",1,500,"1",17
"63",0.303,1.585,"10865",1,500,"-1",16
"64",3.834,0.686,"10865",1,500,"1",16
"65",-8.161,1.27,"10865",1,500,"-1",15
"66",1.188,3.175,"10865",1,500,"1",15
"67",-3.613,2.02,"10865",1,500,"-1",14
"68",2.482,2.122,"10865",1,500,"1",14
"69",-2.915,2.983,"10865",1,500,"-1",13
"70",5.586,1.751,"10865",1,500,"1",13
"71",-1.142,0.7,"10865",1,500,"-1",12
"72",1.069,0.714,"10865",1,500,"1",12
"73",-3.839,1.617,"10865",1,500,"-1",11
"74",0.733,2.194,"10865",1,500,"1",11
"75",-4.76,1.554,"10865",1,500,"-1",10
"76",2.08,3.093,"10865",1,500,"1",10
"77",-8.743,0.91,"10865",1,500,"-1",9
"78",-3.23,2.046,"10865",1,500,"1",9
"79",-3.536,0.885,"10865",1,500,"-1",8
"80",-0.342,1.505,"10865",1,500,"1",8
"81",-7.399,1.375,"10865",1,500,"-1",7
"82",-2.61,1.413,"10865",1,500,"1",7
"83",-2.257,2.078,"10865",1,500,"-1",6
"84",3.212,1.292,"10865",1,500,"1",6
"85",-1.227,1.026,"10865",1,500,"-1",5
"86",1.975,1.26,"10865",1,500,"1",5
"87",-1.237,1.103,"10865",1,500,"-1",4
"88",-0.04,3.867,"10865",1,500,"1",4
"89",-0.103,1.398,"10865",1,500,"-1",3
"90",3,0,"10865",1,500,"1",3
"91",-2.317,1.589,"10865",1,500,"-1",2
"92",1.8,1.007,"10865",1,500,"1",2
"93",-0.74,1.521,"10865",1,500,"-1",1
"94",4.094,0.737,"10865",1,500,"1",1
