"","-1","-1to1","1to-1","1","sample","shape","BetaSigma","model"
"1",0.939150367802082,0.0608496321979175,0.112452418122282,0.887547581877719,"10131",1,20,"sign"
"2",0.796071094480823,0.203928905519177,0.193262411347518,0.806737588652482,"10131",1,20,"gaussian"
"3",0.923772918577021,0.0762270814229791,0.0962353095979554,0.903764690402045,"10131",2,20,"sign"
"4",0.802144249512671,0.197855750487329,0.192599620493359,0.807400379506641,"10131",2,20,"gaussian"
"5",0.925383251391422,0.0746167486085783,0.103618956754565,0.896381043245435,"10131",3,20,"sign"
"6",0.801960784313726,0.198039215686275,0.179555555555556,0.820444444444444,"10131",3,20,"gaussian"
"7",0.976300635079209,0.0236993649207913,0.118015475006808,0.881984524993192,"10131",4,20,"sign"
"8",0.734375,0.265625,0.165450121654501,0.834549878345499,"10131",4,20,"gaussian"
"9",0.922315332684675,0.0776846673153247,0.118438341580754,0.881561658419246,"10131",5,20,"sign"
"10",0.783625730994152,0.216374269005848,0.165178571428571,0.834821428571429,"10131",5,20,"gaussian"
