"","Re1.(Intercept)","Re1.sd","sample","shape","BetaSigma","status"
"1",-0.608,1.113,"11004",1,20,"-1"
"2",1.027,2.781,"11004",1,20,"1"
"3",-0.782,1.372,"11004",2,20,"-1"
"4",2.174,1.548,"11004",2,20,"1"
"5",-0.391,1.07,"11004",3,20,"-1"
"6",2.459,1.485,"11004",3,20,"1"
