"","Re1.(Intercept)","Re1.sd","sample","shape","BetaSigma","status"
"1",-0.185,0.974,"10857",1,20,"-1"
"2",0.215,3.038,"10857",1,20,"1"
"3",-0.231,0.977,"10857",2,20,"-1"
"4",-0.104,3.027,"10857",2,20,"1"
"5",-1.127,1.356,"10857",3,20,"-1"
"6",1.86,1.225,"10857",3,20,"1"
