"","Re1.(Intercept)","Re1.sd","sample","shape","BetaSigma","status"
"1",-0.11,1.154,"9668",1,20,"-1"
"2",0.097,3.315,"9668",1,20,"1"
"3",-0.526,1.126,"9668",2,20,"-1"
"4",2.267,1.183,"9668",2,20,"1"
