"","-1","-1to1","1to-1","1","sample","shape","BetaSigma","model","segs"
"1",0.946052841306242,0.0539471586937582,0.03194170271691,0.96805829728309,"10851",1,500,"sign",1
"2",0.920454545454545,0.0795454545454545,0.0593220338983051,0.940677966101695,"10851",1,500,"gaussian",1
"3",0.987814398112564,0.0121856018874357,0.0569169514592815,0.943083048540719,"10851",1,500,"sign",2
"4",0.973684210526316,0.0263157894736842,0.125,0.875,"10851",1,500,"gaussian",2
"5",0.985500805450046,0.014499194549954,0.0792781671124313,0.920721832887569,"10851",1,500,"sign",3
"6",0.810810810810811,0.189189189189189,0.177777777777778,0.822222222222222,"10851",1,500,"gaussian",3
"7",0.92168608470655,0.0783139152934501,0.0789258843857733,0.921074115614227,"10851",1,500,"sign",5
"8",0.903508771929825,0.0964912280701754,0.239130434782609,0.760869565217391,"10851",1,500,"gaussian",5
"9",0.950128957791905,0.0498710422080956,0.0936920068554385,0.906307993144561,"10851",1,500,"sign",6
"10",1,0,1,0,"10851",1,500,"gaussian",6
"11",0.881222748324194,0.118777251675806,0.127992652615563,0.872007347384437,"10851",1,500,"sign",7
"12",0.805555555555556,0.194444444444444,0.258064516129032,0.741935483870968,"10851",1,500,"gaussian",7
"13",0.682373490807649,0.317626509192351,0.171835765392153,0.828164234607847,"10851",1,500,"sign",8
"14",1,0,0.125,0.875,"10851",1,500,"gaussian",8
"15",0.916666666666667,0.0833333333333333,0.0303030303030303,0.96969696969697,"10851",1,500,"sign",9
"16",0.833333333333333,0.166666666666667,0.4,0.6,"10851",1,500,"gaussian",9
"17",0.96032840426353,0.0396715957364697,0.0532702969802992,0.946729703019701,"10851",1,500,"sign",10
"18",0.868421052631579,0.131578947368421,0.0821917808219178,0.917808219178082,"10851",1,500,"gaussian",10
"19",0,1,1,3.787300375786e-22,"10851",1,500,"sign",11
"20",1,0,0,1,"10851",1,500,"gaussian",11
"21",0.939580667402507,0.0604193325974934,0.0160787673515972,0.983921232648403,"10851",1,500,"sign",12
"22",0.947368421052632,0.0526315789473684,0.0487804878048781,0.951219512195122,"10851",1,500,"gaussian",12
"23",0.9648117035101,0.0351882964898997,0.0457378444556668,0.954262155544333,"10851",1,500,"sign",13
"24",0.877551020408163,0.122448979591837,0.0451612903225806,0.954838709677419,"10851",1,500,"gaussian",13
"25",0.879230832203503,0.120769167796497,4.26539511797403e-11,0.999999999957346,"10851",1,500,"sign",14
"26",0.857142857142857,0.142857142857143,0.0909090909090909,0.909090909090909,"10851",1,500,"gaussian",14
"27",0.964065739094999,0.0359342609050007,0.0383150811021785,0.961684918897822,"10851",1,500,"sign",15
"28",0.842105263157895,0.157894736842105,0.0958904109589041,0.904109589041096,"10851",1,500,"gaussian",15
"29",0.955806089171573,0.0441939108284274,0.0380799987473297,0.96192000125267,"10851",1,500,"sign",16
"30",0.939393939393939,0.0606060606060606,0.1875,0.8125,"10851",1,500,"gaussian",16
"31",0.900543255046232,0.099456744953768,0.0736733594669238,0.926326640533076,"10851",1,500,"sign",17
"32",0.850746268656716,0.149253731343284,0.458333333333333,0.541666666666667,"10851",1,500,"gaussian",17
