sample,method,MCC,ARI
Normal_6_equil_FALSE_pn_100_seed_42,PPM,0.163308363990976,0.144677901925319
Normal_6_equil_FALSE_pn_100_seed_42,PPM_window5,0.807946642902722,0.772224006490982
Normal_6_equil_FALSE_pn_100_seed_42,PPM_window10,0.807946642902722,0.772224006490982
Normal_6_equil_FALSE_pn_100_seed_42,PPI,0.807946642902722,0.772224006490982
Normal_6_equil_FALSE_pn_100_seed_42,PPI_window5,0.807946642902722,0.772224006490982
Normal_6_equil_FALSE_pn_100_seed_42,PPI_window10,0.807946642902722,0.772224006490982
Normal_6_equil_FALSE_pn_100_seed_42,ALDUQ,0.135242030701385,0.12007162624125
Normal_6_equil_FALSE_pn_100_seed_42,ALDUQ_window5,0.328444931703364,0.300569754191763
Normal_6_equil_FALSE_pn_100_seed_42,ALDUQ_window10,0.714850733707322,0.687351456942862
Normal_6_equil_FALSE_pn_100_seed_42,chull,0.403167037313066,0.318847106507543
Normal_6_equil_FALSE_pn_100_seed_42,chull_window5,0.477219421937694,0.415366839976892
Normal_6_equil_FALSE_pn_100_seed_42,chull_window10,0.718638299704871,0.640126069520067
