sample,method,MCC,ARI
Normal_6_equil_TRUE_pn_200_seed_3,PPM,0.763864618125642,0.749040412828863
Normal_6_equil_TRUE_pn_200_seed_3,PPM_window5,0.923405962417707,0.915488822781685
Normal_6_equil_TRUE_pn_200_seed_3,PPM_window10,0.923405962417707,0.915488822781685
Normal_6_equil_TRUE_pn_200_seed_3,PPI,1,1
Normal_6_equil_TRUE_pn_200_seed_3,PPI_window5,1,1
Normal_6_equil_TRUE_pn_200_seed_3,PPI_window10,1,1
Normal_6_equil_TRUE_pn_200_seed_3,ALDUQ,-0.0407705045658401,-0.0363339915625795
Normal_6_equil_TRUE_pn_200_seed_3,ALDUQ_window5,0.362857490635977,0.33093821973295
Normal_6_equil_TRUE_pn_200_seed_3,ALDUQ_window10,0.362857490635977,0.33093821973295
Normal_6_equil_TRUE_pn_200_seed_3,chull,0.475985819116494,0.32983987354821
Normal_6_equil_TRUE_pn_200_seed_3,chull_window5,0.527375577743225,0.399734868720445
Normal_6_equil_TRUE_pn_200_seed_3,chull_window10,0.527375577743225,0.399734868720445
