sample,method,MCC,ARI
Normal_6_equil_FALSE_pn_150_seed_12,PPM,0.652777777777778,0.633717766355241
Normal_6_equil_FALSE_pn_150_seed_12,PPM_window5,1,1
Normal_6_equil_FALSE_pn_150_seed_12,PPM_window10,1,1
Normal_6_equil_FALSE_pn_150_seed_12,PPI,1,1
Normal_6_equil_FALSE_pn_150_seed_12,PPI_window5,1,1
Normal_6_equil_FALSE_pn_150_seed_12,PPI_window10,1,1
Normal_6_equil_FALSE_pn_150_seed_12,ALDUQ,0.277425128574724,0.257987812353377
Normal_6_equil_FALSE_pn_150_seed_12,ALDUQ_window5,0.600012487382542,0.57607656734137
Normal_6_equil_FALSE_pn_150_seed_12,ALDUQ_window10,0.600012487382542,0.57607656734137
Normal_6_equil_FALSE_pn_150_seed_12,chull,0.433698376184751,0.317750820100936
Normal_6_equil_FALSE_pn_150_seed_12,chull_window5,0.48051670080367,0.38127491510409
Normal_6_equil_FALSE_pn_150_seed_12,chull_window10,0.48051670080367,0.38127491510409
