sample,method,MCC,ARI
Normal_4_equil_TRUE_pn_150_seed_51,PPM,1,1
Normal_4_equil_TRUE_pn_150_seed_51,PPM_window5,1,1
Normal_4_equil_TRUE_pn_150_seed_51,PPM_window10,1,1
Normal_4_equil_TRUE_pn_150_seed_51,PPI,1,1
Normal_4_equil_TRUE_pn_150_seed_51,PPI_window5,1,1
Normal_4_equil_TRUE_pn_150_seed_51,PPI_window10,1,1
Normal_4_equil_TRUE_pn_150_seed_51,ALDUQ,0.551726078868666,0.509761876398099
Normal_4_equil_TRUE_pn_150_seed_51,ALDUQ_window5,0.748013241543096,0.701743239486956
Normal_4_equil_TRUE_pn_150_seed_51,ALDUQ_window10,0.748013241543096,0.701743239486956
Normal_4_equil_TRUE_pn_150_seed_51,chull,0.478713553878169,0.337752470992695
Normal_4_equil_TRUE_pn_150_seed_51,chull_window5,0.537086155529575,0.416821906522851
Normal_4_equil_TRUE_pn_150_seed_51,chull_window10,0.537086155529575,0.416821906522851
