sample,method,MCC,ARI
Normal_4_equil_TRUE_pn_300_seed_27,PPM,1,1
Normal_4_equil_TRUE_pn_300_seed_27,PPM_window5,1,1
Normal_4_equil_TRUE_pn_300_seed_27,PPM_window10,1,1
Normal_4_equil_TRUE_pn_300_seed_27,PPI,1,1
Normal_4_equil_TRUE_pn_300_seed_27,PPI_window5,1,1
Normal_4_equil_TRUE_pn_300_seed_27,PPI_window10,1,1
Normal_4_equil_TRUE_pn_300_seed_27,ALDUQ,-0.0237289498938125,-0.0193987808895267
Normal_4_equil_TRUE_pn_300_seed_27,ALDUQ_window5,0.272882923778843,0.224682617351628
Normal_4_equil_TRUE_pn_300_seed_27,ALDUQ_window10,0.421188860615171,0.349415390717512
Normal_4_equil_TRUE_pn_300_seed_27,chull,0.43495883620084,0.299665706305394
Normal_4_equil_TRUE_pn_300_seed_27,chull_window5,0.460121409751504,0.331775283202753
Normal_4_equil_TRUE_pn_300_seed_27,chull_window10,0.474299751604425,0.350111837543547
