sample,method,MCC,ARI
Normal_4_equil_FALSE_pn_200_seed_47,PPM,0.276124944859309,0.265952253864299
Normal_4_equil_FALSE_pn_200_seed_47,PPM_window5,0.569969137517077,0.55503085079609
Normal_4_equil_FALSE_pn_200_seed_47,PPM_window10,0.863813330174845,0.850163449757867
Normal_4_equil_FALSE_pn_200_seed_47,PPI,0.276124944859309,0.265952253864299
Normal_4_equil_FALSE_pn_200_seed_47,PPI_window5,0.569969137517077,0.55503085079609
Normal_4_equil_FALSE_pn_200_seed_47,PPI_window10,0.863813330174845,0.850163449757867
Normal_4_equil_FALSE_pn_200_seed_47,ALDUQ,-0.0329444140738267,-0.0276380588831309
Normal_4_equil_FALSE_pn_200_seed_47,ALDUQ_window5,0.294852505960749,0.250101957031229
Normal_4_equil_FALSE_pn_200_seed_47,ALDUQ_window10,0.294852505960749,0.250101957031229
Normal_4_equil_FALSE_pn_200_seed_47,chull,0.414967053253497,0.335982740600549
Normal_4_equil_FALSE_pn_200_seed_47,chull_window5,0.458750965978037,0.393733222404083
Normal_4_equil_FALSE_pn_200_seed_47,chull_window10,0.458750965978037,0.393733222404083
