sample,method,MCC,ARI
Normal_5_equil_FALSE_pn_300_seed_35,PPM,1,1
Normal_5_equil_FALSE_pn_300_seed_35,PPM_window5,1,1
Normal_5_equil_FALSE_pn_300_seed_35,PPM_window10,1,1
Normal_5_equil_FALSE_pn_300_seed_35,PPI,1,1
Normal_5_equil_FALSE_pn_300_seed_35,PPI_window5,1,1
Normal_5_equil_FALSE_pn_300_seed_35,PPI_window10,1,1
Normal_5_equil_FALSE_pn_300_seed_35,ALDUQ,-0.0230527916591102,-0.0211138220112736
Normal_5_equil_FALSE_pn_300_seed_35,ALDUQ_window5,0.129607917550108,0.118595916211597
Normal_5_equil_FALSE_pn_300_seed_35,ALDUQ_window10,0.282268626759327,0.260360209408333
Normal_5_equil_FALSE_pn_300_seed_35,chull,0.447914904003908,0.367832126615808
Normal_5_equil_FALSE_pn_300_seed_35,chull_window5,0.464890698259687,0.39027549200884
Normal_5_equil_FALSE_pn_300_seed_35,chull_window10,0.483738883111193,0.415191759498222
