sample,method,MCC,ARI
Normal_5_equil_TRUE_pn_100_seed_46,PPM,0.368421052631579,0.343299029697148
Normal_5_equil_TRUE_pn_100_seed_46,PPM_window5,1,1
Normal_5_equil_TRUE_pn_100_seed_46,PPM_window10,1,1
Normal_5_equil_TRUE_pn_100_seed_46,PPI,0.908053634709301,0.893635031743448
Normal_5_equil_TRUE_pn_100_seed_46,PPI_window5,0.908053634709301,0.893635031743448
Normal_5_equil_TRUE_pn_100_seed_46,PPI_window10,1,1
Normal_5_equil_TRUE_pn_100_seed_46,ALDUQ,0.135242030701385,0.12007162624125
Normal_5_equil_TRUE_pn_100_seed_46,ALDUQ_window5,0.908053634709301,0.893635031743448
Normal_5_equil_TRUE_pn_100_seed_46,ALDUQ_window10,0.908053634709301,0.893635031743448
Normal_5_equil_TRUE_pn_100_seed_46,chull,0.458831467741124,0.278817311812598
Normal_5_equil_TRUE_pn_100_seed_46,chull_window5,0.525657483037847,0.372862273124333
Normal_5_equil_TRUE_pn_100_seed_46,chull_window10,0.525657483037847,0.372862273124333
