sample,method,MCC,ARI
Normal_4_equil_TRUE_pn_300_seed_23,PPM,1,1
Normal_4_equil_TRUE_pn_300_seed_23,PPM_window5,1,1
Normal_4_equil_TRUE_pn_300_seed_23,PPM_window10,1,1
Normal_4_equil_TRUE_pn_300_seed_23,PPI,1,1
Normal_4_equil_TRUE_pn_300_seed_23,PPI_window5,1,1
Normal_4_equil_TRUE_pn_300_seed_23,PPI_window10,1,1
Normal_4_equil_TRUE_pn_300_seed_23,ALDUQ,-0.011683327287213,-0.0113627720392985
Normal_4_equil_TRUE_pn_300_seed_23,ALDUQ_window5,-0.011683327287213,-0.0113627720392985
Normal_4_equil_TRUE_pn_300_seed_23,ALDUQ_window10,0.280399854893113,0.272666948435902
Normal_4_equil_TRUE_pn_300_seed_23,chull,0.447054529659785,0.315025728027884
Normal_4_equil_TRUE_pn_300_seed_23,chull_window5,0.48976000741676,0.370272133235325
Normal_4_equil_TRUE_pn_300_seed_23,chull_window10,0.48976000741676,0.370272133235325
