sample,method,MCC,ARI
Normal_6_equil_FALSE_pn_150_seed_25,PPM,0.305361305361305,0.287189207330828
Normal_6_equil_FALSE_pn_150_seed_25,PPM_window5,1,1
Normal_6_equil_FALSE_pn_150_seed_25,PPM_window10,1,1
Normal_6_equil_FALSE_pn_150_seed_25,PPI,1,1
Normal_6_equil_FALSE_pn_150_seed_25,PPI_window5,1,1
Normal_6_equil_FALSE_pn_150_seed_25,PPI_window10,1,1
Normal_6_equil_FALSE_pn_150_seed_25,ALDUQ,-0.0454791620528593,-0.0416533792500864
Normal_6_equil_FALSE_pn_150_seed_25,ALDUQ_window5,0.761234545789526,0.741943337040985
Normal_6_equil_FALSE_pn_150_seed_25,ALDUQ_window10,0.922577287358003,0.912802771420242
Normal_6_equil_FALSE_pn_150_seed_25,chull,0.480302935622119,0.380747764723052
Normal_6_equil_FALSE_pn_150_seed_25,chull_window5,0.519071176334761,0.433544419824094
Normal_6_equil_FALSE_pn_150_seed_25,chull_window10,0.519071176334761,0.433544419824094
