sample,method,MCC,ARI
Normal_6_equil_TRUE_pn_200_seed_1,PPM,1,1
Normal_6_equil_TRUE_pn_200_seed_1,PPM_window5,1,1
Normal_6_equil_TRUE_pn_200_seed_1,PPM_window10,1,1
Normal_6_equil_TRUE_pn_200_seed_1,PPI,1,1
Normal_6_equil_TRUE_pn_200_seed_1,PPI_window5,1,1
Normal_6_equil_TRUE_pn_200_seed_1,PPI_window10,1,1
Normal_6_equil_TRUE_pn_200_seed_1,ALDUQ,-0.0219264504826757,-0.0198510424785409
Normal_6_equil_TRUE_pn_200_seed_1,ALDUQ_window5,0.46045546013619,0.42142489359683
Normal_6_equil_TRUE_pn_200_seed_1,ALDUQ_window10,0.46045546013619,0.42142489359683
Normal_6_equil_TRUE_pn_200_seed_1,chull,0.465026880943457,0.315151690862735
Normal_6_equil_TRUE_pn_200_seed_1,chull_window5,0.513218137971425,0.380345746700556
Normal_6_equil_TRUE_pn_200_seed_1,chull_window10,0.527375577743225,0.399734868720445
