sample,method,MCC,ARI
Normal_5_equil_FALSE_pn_150_seed_44,PPM,0.43007561540389,0.411658314811899
Normal_5_equil_FALSE_pn_150_seed_44,PPM_window5,0.891316130474729,0.879040240947341
Normal_5_equil_FALSE_pn_150_seed_44,PPM_window10,0.891316130474729,0.879040240947341
Normal_5_equil_FALSE_pn_150_seed_44,PPI,0.891316130474729,0.879040240947341
Normal_5_equil_FALSE_pn_150_seed_44,PPI_window5,0.891316130474729,0.879040240947341
Normal_5_equil_FALSE_pn_150_seed_44,PPI_window10,0.891316130474729,0.879040240947341
Normal_5_equil_FALSE_pn_150_seed_44,ALDUQ,0.151185168754483,0.140204881817468
Normal_5_equil_FALSE_pn_150_seed_44,ALDUQ_window5,0.530429320884372,0.508590320143477
Normal_5_equil_FALSE_pn_150_seed_44,ALDUQ_window10,0.720051396949316,0.701030474492884
Normal_5_equil_FALSE_pn_150_seed_44,chull,0.375432367563173,0.257330817333401
Normal_5_equil_FALSE_pn_150_seed_44,chull_window5,0.537086155529575,0.408871414937848
Normal_5_equil_FALSE_pn_150_seed_44,chull_window10,0.537086155529575,0.408871414937848
