sample,method,MCC,ARI
Normal_5_equil_TRUE_pn_100_seed_45,PPM,0.296719880297176,0.264779779022249
Normal_5_equil_TRUE_pn_100_seed_45,PPM_window5,0.836210571746586,0.804207658543968
Normal_5_equil_TRUE_pn_100_seed_45,PPM_window10,0.836210571746586,0.804207658543968
Normal_5_equil_TRUE_pn_100_seed_45,PPI,1,1
Normal_5_equil_TRUE_pn_100_seed_45,PPI_window5,1,1
Normal_5_equil_TRUE_pn_100_seed_45,PPI_window10,1,1
Normal_5_equil_TRUE_pn_100_seed_45,ALDUQ,1,1
Normal_5_equil_TRUE_pn_100_seed_45,ALDUQ_window5,1,1
Normal_5_equil_TRUE_pn_100_seed_45,ALDUQ_window10,1,1
Normal_5_equil_TRUE_pn_100_seed_45,chull,0.444966276776872,0.259751314362013
Normal_5_equil_TRUE_pn_100_seed_45,chull_window5,0.506918084380944,0.346211813264126
Normal_5_equil_TRUE_pn_100_seed_45,chull_window10,0.506918084380944,0.346211813264126
