sample,method,MCC,ARI
Normal_4_equil_FALSE_pn_500_seed_17,PPM,1,1
Normal_4_equil_FALSE_pn_500_seed_17,PPM_window5,1,1
Normal_4_equil_FALSE_pn_500_seed_17,PPM_window10,1,1
Normal_4_equil_FALSE_pn_500_seed_17,PPI,1,1
Normal_4_equil_FALSE_pn_500_seed_17,PPI_window5,1,1
Normal_4_equil_FALSE_pn_500_seed_17,PPI_window10,1,1
Normal_4_equil_FALSE_pn_500_seed_17,ALDUQ,-0.0107224459279664,-0.0101169048241628
Normal_4_equil_FALSE_pn_500_seed_17,ALDUQ_window5,-0.0107224459279664,-0.0101169048241628
Normal_4_equil_FALSE_pn_500_seed_17,ALDUQ_window10,-0.0107224459279664,-0.0101169048241628
Normal_4_equil_FALSE_pn_500_seed_17,chull,0.418576888480776,0.286793758407121
Normal_4_equil_FALSE_pn_500_seed_17,chull_window5,0.439926531974776,0.313352074116224
Normal_4_equil_FALSE_pn_500_seed_17,chull_window10,0.451825995779924,0.328358420988795
