sample,method,MCC,ARI
Normal_5_equil_FALSE_pn_100_seed_28,PPM,0.49740015570325,0.458838201024091
Normal_5_equil_FALSE_pn_100_seed_28,PPM_window5,0.766485485837795,0.723722660522825
Normal_5_equil_FALSE_pn_100_seed_28,PPM_window10,0.766485485837795,0.723722660522825
Normal_5_equil_FALSE_pn_100_seed_28,PPI,0.766485485837795,0.723722660522825
Normal_5_equil_FALSE_pn_100_seed_28,PPI_window5,0.766485485837795,0.723722660522825
Normal_5_equil_FALSE_pn_100_seed_28,PPI_window10,0.766485485837795,0.723722660522825
Normal_5_equil_FALSE_pn_100_seed_28,ALDUQ,-0.0585807902906538,-0.0523182173888493
Normal_5_equil_FALSE_pn_100_seed_28,ALDUQ_window5,0.328052425627661,0.299903995869402
Normal_5_equil_FALSE_pn_100_seed_28,ALDUQ_window10,0.521369033586819,0.489060369656241
Normal_5_equil_FALSE_pn_100_seed_28,chull,0.534973372872002,0.457702803102368
Normal_5_equil_FALSE_pn_100_seed_28,chull_window5,0.568873466841789,0.503135531619639
Normal_5_equil_FALSE_pn_100_seed_28,chull_window10,0.729324957489473,0.661633516156743
