sample,method,MCC,ARI
Normal_6_equil_TRUE_pn_150_seed_3,PPM,1,1
Normal_6_equil_TRUE_pn_150_seed_3,PPM_window5,1,1
Normal_6_equil_TRUE_pn_150_seed_3,PPM_window10,1,1
Normal_6_equil_TRUE_pn_150_seed_3,PPI,1,1
Normal_6_equil_TRUE_pn_150_seed_3,PPI_window5,1,1
Normal_6_equil_TRUE_pn_150_seed_3,PPI_window10,1,1
Normal_6_equil_TRUE_pn_150_seed_3,ALDUQ,-0.0451622302330946,-0.0413898394000275
Normal_6_equil_TRUE_pn_150_seed_3,ALDUQ_window5,0.92259984619036,0.912876425563951
Normal_6_equil_TRUE_pn_150_seed_3,ALDUQ_window10,0.92259984619036,0.912876425563951
Normal_6_equil_TRUE_pn_150_seed_3,chull,0.445777914120864,0.275659094131859
Normal_6_equil_TRUE_pn_150_seed_3,chull_window5,0.505917365735138,0.357979515094041
Normal_6_equil_TRUE_pn_150_seed_3,chull_window10,0.505917365735138,0.357979515094041
