sample,method,MCC,ARI
Normal_5_equil_TRUE_pn_150_seed_25,PPM,1,1
Normal_5_equil_TRUE_pn_150_seed_25,PPM_window5,1,1
Normal_5_equil_TRUE_pn_150_seed_25,PPM_window10,1,1
Normal_5_equil_TRUE_pn_150_seed_25,PPI,1,1
Normal_5_equil_TRUE_pn_150_seed_25,PPI_window5,1,1
Normal_5_equil_TRUE_pn_150_seed_25,PPI_window10,1,1
Normal_5_equil_TRUE_pn_150_seed_25,ALDUQ,0.311071219597467,0.288272428601863
Normal_5_equil_TRUE_pn_150_seed_25,ALDUQ_window5,0.839305366083731,0.814549858156824
Normal_5_equil_TRUE_pn_150_seed_25,ALDUQ_window10,0.839305366083731,0.814549858156824
Normal_5_equil_TRUE_pn_150_seed_25,chull,0.473432076473999,0.322207454276568
Normal_5_equil_TRUE_pn_150_seed_25,chull_window5,0.537394737086507,0.409836532707706
Normal_5_equil_TRUE_pn_150_seed_25,chull_window10,0.537394737086507,0.409836532707706
