"","sample","shape","L","ZeroCrossingCount","ZeroCrossingCount_norm","tb_roughness"
"1","10408",1,5,15,0.00408608008716971,33.8377755139541
"2","10408",1,10,15,0.00408608008716971,33.8916834620845
"3","10408",1,25,15,0.00408608008716971,34.0850626760068
"4","10408",1,50,15,0.00408608008716971,34.1069681753329
"5","10408",1,100,15,0.00408608008716971,34.6348268314283
"6","10408",1,150,15,0.00408608008716971,33.6877608364131
"7","10408",1,200,15,0.00408608008716971,33.7369634418903
"8","10408",1,250,15,0.00408608008716971,35.2999166230276
"9","10408",1,300,15,0.00408608008716971,32.7546166060915
"10","10408",1,350,15,0.00408608008716971,32.4649436482256
"11","10408",1,400,15,0.00408608008716971,33.4206953297424
"12","10408",1,500,15,0.00408608008716971,33.6148640618756
"13","10408",1,600,15,0.00408608008716971,32.7028903526059
