"","sample","shape","L","ZeroCrossingCount","ZeroCrossingCount_norm","tb_roughness"
"1","11364",1,5,17,0.00720644340822382,32.8920528665638
"2","11364",1,10,17,0.00720644340822382,32.9529090194837
"3","11364",1,25,17,0.00720644340822382,33.2134854346037
"4","11364",1,50,17,0.00720644340822382,33.3470533230219
"5","11364",1,100,17,0.00720644340822382,35.0531459660607
"6","11364",1,150,17,0.00720644340822382,32.9050427545221
"7","11364",1,200,17,0.00720644340822382,35.2885689966159
"8","11364",1,250,17,0.00720644340822382,33.1756449927255
"9","11364",1,300,17,0.00720644340822382,34.8704267069175
"10","11364",1,350,17,0.00720644340822382,34.3615705092193
"11","11364",1,400,17,0.00720644340822382,35.0535004909044
"12","11364",1,500,17,0.00720644340822382,36.7167899235239
"13","11364",1,600,17,0.00720644340822382,37.2869895858652
