"","sample","shape","L","ZeroCrossingCount","ZeroCrossingCount_norm","tb_roughness"
"1","9481",1,5,27,0.00633802816901408,33.1913320293691
"2","9481",1,10,27,0.00633802816901408,33.2397876807889
"3","9481",1,25,27,0.00633802816901408,33.4335044282341
"4","9481",1,50,27,0.00633802816901408,33.5261498593826
"5","9481",1,100,27,0.00633802816901408,33.9846233189735
"6","9481",1,150,27,0.00633802816901408,34.0250315955172
"7","9481",1,200,27,0.00633802816901408,32.9759224027831
"8","9481",1,250,27,0.00633802816901408,33.7054364541788
"9","9481",1,300,27,0.00633802816901408,33.0721881373304
"10","9481",1,350,27,0.00633802816901408,33.3398629690929
"11","9481",1,400,27,0.00633802816901408,34.035931094022
"12","9481",1,500,27,0.00633802816901408,34.505044166612
"13","9481",1,600,27,0.00633802816901408,32.5884492935121
