"","sample","shape","L","ZeroCrossingCount","ZeroCrossingCount_norm","tb_roughness"
"1","10046",1,5,9,0.00104846225535881,33.423458691213
"2","10046",1,10,9,0.00104846225535881,33.449053218835
"3","10046",1,25,9,0.00104846225535881,33.4978348851857
"4","10046",1,50,9,0.00104846225535881,33.6601086992422
"5","10046",1,100,9,0.00104846225535881,33.7669109499083
"6","10046",1,150,9,0.00104846225535881,33.8037218337226
"7","10046",1,200,9,0.00104846225535881,33.4678621906364
"8","10046",1,250,9,0.00104846225535881,33.5929427041562
"9","10046",1,300,9,0.00104846225535881,34.6614643595431
"10","10046",1,350,9,0.00104846225535881,34.5813631572725
"11","10046",1,400,9,0.00104846225535881,31.7927922341802
"12","10046",1,500,9,0.00104846225535881,34.0779783233217
"13","10046",1,600,9,0.00104846225535881,32.3239069595075
