"","sample","shape","L","ZeroCrossingCount","ZeroCrossingCount_norm","tb_roughness"
"1","9459",1,5,27,0.00840859545312987,33.2974361209443
"2","9459",1,10,27,0.00840859545312987,33.351620036915
"3","9459",1,25,27,0.00840859545312987,33.5315450258003
"4","9459",1,50,27,0.00840859545312987,33.6670860069583
"5","9459",1,100,27,0.00840859545312987,33.694863442696
"6","9459",1,150,27,0.00840859545312987,33.0248077364027
"7","9459",1,200,27,0.00840859545312987,33.7109277407895
"8","9459",1,250,27,0.00840859545312987,35.1959482382676
"9","9459",1,300,27,0.00840859545312987,34.4953984673537
"10","9459",1,350,27,0.00840859545312987,34.6735534048586
"11","9459",1,400,27,0.00840859545312987,34.2072512520747
"12","9459",1,500,27,0.00840859545312987,31.9630132748751
"13","9459",1,600,27,0.00840859545312987,30.1183147314749
