"","sample","shape","L","ZeroCrossingCount","ZeroCrossingCount_norm","tb_roughness"
"1","11377",1,5,37,0.0142472083172892,32.9247350712189
"2","11377",1,10,37,0.0142472083172892,33.0096196256633
"3","11377",1,25,37,0.0142472083172892,33.13529440469
"4","11377",1,50,37,0.0142472083172892,33.433366305517
"5","11377",1,100,37,0.0142472083172892,32.5171212127816
"6","11377",1,150,37,0.0142472083172892,31.9101859065063
"7","11377",1,200,37,0.0142472083172892,33.5228084337329
"8","11377",1,250,37,0.0142472083172892,32.8107815272644
"9","11377",1,300,37,0.0142472083172892,33.2507768372785
"10","11377",1,350,37,0.0142472083172892,32.7151586007856
"11","11377",1,400,37,0.0142472083172892,30.8229100340574
"12","11377",1,500,37,0.0142472083172892,30.2437415297724
"13","11377",1,600,37,0.0142472083172892,28.4615484726836
