"","sample","shape","L","ZeroCrossingCount","ZeroCrossingCount_norm","tb_roughness"
"1","11249",1,5,19,0.00405982905982906,32.1488094017267
"2","11249",1,10,19,0.00405982905982906,32.1918838645886
"3","11249",1,25,19,0.00405982905982906,32.3390297774705
"4","11249",1,50,19,0.00405982905982906,32.6244780799864
"5","11249",1,100,19,0.00405982905982906,32.5282430318757
"6","11249",1,150,19,0.00405982905982906,31.3765247043704
"7","11249",1,200,19,0.00405982905982906,31.1607769268488
"8","11249",1,250,19,0.00405982905982906,33.314923411197
"9","11249",1,300,19,0.00405982905982906,32.6055096739347
"10","11249",1,350,19,0.00405982905982906,31.3127425263902
"11","11249",1,400,19,0.00405982905982906,31.9421784699429
"12","11249",1,500,19,0.00405982905982906,31.0277072343098
"13","11249",1,600,19,0.00405982905982906,31.3054857488407
