"","sample","shape","L","ZeroCrossingCount","ZeroCrossingCount_norm","tb_roughness"
"1","11352",1,5,15,0.00331345261762757,34.7779446640718
"2","11352",1,10,15,0.00331345261762757,34.8085321377864
"3","11352",1,25,15,0.00331345261762757,35.0056804060954
"4","11352",1,50,15,0.00331345261762757,35.2610725603877
"5","11352",1,100,15,0.00331345261762757,34.8048217324336
"6","11352",1,150,15,0.00331345261762757,34.9667257314803
"7","11352",1,200,15,0.00331345261762757,35.4098252278985
"8","11352",1,250,15,0.00331345261762757,34.9296385149517
"9","11352",1,300,15,0.00331345261762757,34.682801469995
"10","11352",1,350,15,0.00331345261762757,35.1485697193214
"11","11352",1,400,15,0.00331345261762757,33.2652510231934
"12","11352",1,500,15,0.00331345261762757,34.1899922568913
"13","11352",1,600,15,0.00331345261762757,37.5295433395225
