"","sample","shape","L","ZeroCrossingCount","ZeroCrossingCount_norm","tb_roughness"
"1","10675",1,5,11,0.00586666666666667,32.0433224481011
"2","10675",1,10,11,0.00586666666666667,32.2026166562406
"3","10675",1,25,11,0.00586666666666667,32.342031720258
"4","10675",1,50,11,0.00586666666666667,33.087270406305
"5","10675",1,100,11,0.00586666666666667,32.4247324127257
"6","10675",1,150,11,0.00586666666666667,32.2073373953595
"7","10675",1,200,11,0.00586666666666667,31.6151328195078
"8","10675",1,250,11,0.00586666666666667,31.8698344617856
"9","10675",1,300,11,0.00586666666666667,30.7597860246694
"10","10675",1,350,11,0.00586666666666667,31.3095793294185
"11","10675",1,400,11,0.00586666666666667,33.8795703380404
"12","10675",1,500,11,0.00586666666666667,29.1353280299289
"13","10675",1,600,11,0.00586666666666667,30.3464235766645
