"","sample","shape","L","ZeroCrossingCount","ZeroCrossingCount_norm","tb_roughness"
"1","9389",1,5,15,0.0048748781280468,33.5358669931829
"2","9389",1,10,15,0.0048748781280468,33.6016836735946
"3","9389",1,25,15,0.0048748781280468,33.8638932063297
"4","9389",1,50,15,0.0048748781280468,34.3277073230054
"5","9389",1,100,15,0.0048748781280468,33.217061077918
"6","9389",1,150,15,0.0048748781280468,34.8323571098313
"7","9389",1,200,15,0.0048748781280468,31.3522181028791
"8","9389",1,250,15,0.0048748781280468,33.4464701894676
"9","9389",1,300,15,0.0048748781280468,31.7380659689317
"10","9389",1,350,15,0.0048748781280468,35.625101631733
"11","9389",1,400,15,0.0048748781280468,33.9524449398927
"12","9389",1,500,15,0.0048748781280468,32.9117849338907
"13","9389",1,600,15,0.0048748781280468,30.8007636530662
