"","sample","shape","L","ZeroCrossingCount","ZeroCrossingCount_norm","tb_roughness"
"1","10025",1,5,19,0.00331646011520335,32.1589051600849
"2","10025",1,10,19,0.00331646011520335,32.1971840332372
"3","10025",1,25,19,0.00331646011520335,32.3268182801146
"4","10025",1,50,19,0.00331646011520335,32.5923689042362
"5","10025",1,100,19,0.00331646011520335,32.6095667743863
"6","10025",1,150,19,0.00331646011520335,32.7330240902121
"7","10025",1,200,19,0.00331646011520335,33.4507281837793
"8","10025",1,250,19,0.00331646011520335,33.6038711573094
"9","10025",1,300,19,0.00331646011520335,32.6017723085656
"10","10025",1,350,19,0.00331646011520335,32.4935503535828
"11","10025",1,400,19,0.00331646011520335,32.7643056871942
"12","10025",1,500,19,0.00331646011520335,32.3114395500221
"13","10025",1,600,19,0.00331646011520335,33.2076780966005
