"","sample","shape","L","ZeroCrossingCount","ZeroCrossingCount_norm","tb_roughness"
"1","9701",1,5,17,0.00326923076923077,34.6194100781721
"2","9701",1,10,17,0.00326923076923077,34.6395096545428
"3","9701",1,25,17,0.00326923076923077,34.7337880032739
"4","9701",1,50,17,0.00326923076923077,34.8893568107139
"5","9701",1,100,17,0.00326923076923077,34.8888823006929
"6","9701",1,150,17,0.00326923076923077,34.9291019122134
"7","9701",1,200,17,0.00326923076923077,34.7583490420502
"8","9701",1,250,17,0.00326923076923077,36.06867628738
"9","9701",1,300,17,0.00326923076923077,34.4323547042244
"10","9701",1,350,17,0.00326923076923077,36.4123959109087
"11","9701",1,400,17,0.00326923076923077,35.3697112003283
"12","9701",1,500,17,0.00326923076923077,35.575275539842
"13","9701",1,600,17,0.00326923076923077,36.9444279210151
