"","sample","shape","L","ZeroCrossingCount","ZeroCrossingCount_norm","tb_roughness"
"1","11048",1,5,19,0.00161235573659199,33.1186042726255
"2","11048",1,10,19,0.00161235573659199,33.1390677377647
"3","11048",1,25,19,0.00161235573659199,33.181109244019
"4","11048",1,50,19,0.00161235573659199,33.3204632306059
"5","11048",1,100,19,0.00161235573659199,33.4629777426209
"6","11048",1,150,19,0.00161235573659199,33.3989624702898
"7","11048",1,200,19,0.00161235573659199,32.896558001103
"8","11048",1,250,19,0.00161235573659199,33.6247325609741
"9","11048",1,300,19,0.00161235573659199,33.4173597972151
"10","11048",1,350,19,0.00161235573659199,34.3693116029735
"11","11048",1,400,19,0.00161235573659199,31.0794073809684
"12","11048",1,500,19,0.00161235573659199,34.2146358808242
"13","11048",1,600,19,0.00161235573659199,33.2801029227988
