"","sample","shape","L","ZeroCrossingCount","ZeroCrossingCount_norm","tb_roughness"
"1","11192",1,5,27,0.0122116689280868,33.0453666994866
"2","11192",1,10,27,0.0122116689280868,33.1110994372239
"3","11192",1,25,27,0.0122116689280868,33.2568176601232
"4","11192",1,50,27,0.0122116689280868,33.3871985902512
"5","11192",1,100,27,0.0122116689280868,32.9504019841321
"6","11192",1,150,27,0.0122116689280868,33.5477474255969
"7","11192",1,200,27,0.0122116689280868,32.4572397567469
"8","11192",1,250,27,0.0122116689280868,33.9477376754998
"9","11192",1,300,27,0.0122116689280868,29.4984696947202
"10","11192",1,350,27,0.0122116689280868,31.4979811173083
"11","11192",1,400,27,0.0122116689280868,36.5545638844935
"12","11192",1,500,27,0.0122116689280868,27.7782043374603
"13","11192",1,600,27,0.0122116689280868,31.1159199578804
