"","sample","shape","L","ZeroCrossingCount","ZeroCrossingCount_norm","tb_roughness"
"1","10999",1,5,25,0.00309329373917347,33.6376195679855
"2","10999",1,10,25,0.00309329373917347,33.6818424975213
"3","10999",1,25,25,0.00309329373917347,33.7274220646432
"4","10999",1,50,25,0.00309329373917347,33.8939984628015
"5","10999",1,100,25,0.00309329373917347,34.2089536354671
"6","10999",1,150,25,0.00309329373917347,34.3538992351356
"7","10999",1,200,25,0.00309329373917347,33.8002988070902
"8","10999",1,250,25,0.00309329373917347,33.4457715728774
"9","10999",1,300,25,0.00309329373917347,34.7094435604744
"10","10999",1,350,25,0.00309329373917347,33.3084350598692
"11","10999",1,400,25,0.00309329373917347,33.2772756243
"12","10999",1,500,25,0.00309329373917347,34.5413309917065
"13","10999",1,600,25,0.00309329373917347,32.9170198996947
