"","sample","shape","L","ZeroCrossingCount","ZeroCrossingCount_norm","tb_roughness"
"1","9390",1,5,9,0.00637845499645641,33.0824155874175
"2","9390",1,10,9,0.00637845499645641,33.2213192083127
"3","9390",1,25,9,0.00637845499645641,33.6102615665105
"4","9390",1,50,9,0.00637845499645641,33.9599150417119
"5","9390",1,100,9,0.00637845499645641,34.7764323810018
"6","9390",1,150,9,0.00637845499645641,33.7424208327311
"7","9390",1,200,9,0.00637845499645641,35.6756146819854
"8","9390",1,250,9,0.00637845499645641,38.9414728406512
"9","9390",1,300,9,0.00637845499645641,36.8003986712167
"10","9390",1,350,9,0.00637845499645641,34.5772638003264
"11","9390",1,400,9,0.00637845499645641,39.8761225015371
"12","9390",1,500,9,0.00637845499645641,38.1605161670358
"13","9390",1,600,9,0.00637845499645641,31.0248000168361
