"","sample","shape","L","ZeroCrossingCount","ZeroCrossingCount_norm","tb_roughness"
"1","10485",1,5,19,0.00623155132830436,31.7711486516498
"2","10485",1,10,19,0.00623155132830436,31.8161831750812
"3","10485",1,25,19,0.00623155132830436,31.9519828801817
"4","10485",1,50,19,0.00623155132830436,32.184477163365
"5","10485",1,100,19,0.00623155132830436,31.5072468347722
"6","10485",1,150,19,0.00623155132830436,31.9811820107015
"7","10485",1,200,19,0.00623155132830436,32.1374441438983
"8","10485",1,250,19,0.00623155132830436,31.7793966675813
"9","10485",1,300,19,0.00623155132830436,32.4977729669776
"10","10485",1,350,19,0.00623155132830436,34.6023648045628
"11","10485",1,400,19,0.00623155132830436,36.0781056580584
"12","10485",1,500,19,0.00623155132830436,32.3261012726545
"13","10485",1,600,19,0.00623155132830436,33.4470300453058
