"","sample","shape","L","ZeroCrossingCount","ZeroCrossingCount_norm","tb_roughness"
"1","10901",1,5,11,0.00620417371686407,31.9575511184032
"2","10901",1,10,11,0.00620417371686407,32.0471018100906
"3","10901",1,25,11,0.00620417371686407,32.2493430296747
"4","10901",1,50,11,0.00620417371686407,32.4405719601292
"5","10901",1,100,11,0.00620417371686407,33.1277690556893
"6","10901",1,150,11,0.00620417371686407,33.5680359411957
"7","10901",1,200,11,0.00620417371686407,33.9640415598055
"8","10901",1,250,11,0.00620417371686407,32.7793935920089
"9","10901",1,300,11,0.00620417371686407,33.5781524087153
"10","10901",1,350,11,0.00620417371686407,31.4923412138915
"11","10901",1,400,11,0.00620417371686407,27.3453647985028
"12","10901",1,500,11,0.00620417371686407,38.7313333115651
"13","10901",1,600,11,0.00620417371686407,32.8836354633684
