"","sample","shape","L","ZeroCrossingCount","ZeroCrossingCount_norm","tb_roughness"
"1","10988",1,5,31,0.00943970767356882,33.1282098683436
"2","10988",1,10,31,0.00943970767356882,33.2218692120104
"3","10988",1,25,31,0.00943970767356882,33.3624502061031
"4","10988",1,50,31,0.00943970767356882,33.7491940505743
"5","10988",1,100,31,0.00943970767356882,33.5806193144643
"6","10988",1,150,31,0.00943970767356882,33.9306421466497
"7","10988",1,200,31,0.00943970767356882,31.923740988653
"8","10988",1,250,31,0.00943970767356882,32.6443146410075
"9","10988",1,300,31,0.00943970767356882,34.2345900371464
"10","10988",1,350,31,0.00943970767356882,30.1239255871238
"11","10988",1,400,31,0.00943970767356882,29.9465464050461
"12","10988",1,500,31,0.00943970767356882,35.5079231919401
"13","10988",1,600,31,0.00943970767356882,31.635075548866
