"","sample","shape","L","ZeroCrossingCount","ZeroCrossingCount_norm","tb_roughness"
"1","9461",1,5,17,0.0102719033232628,32.537000099395
"2","9461",1,10,17,0.0102719033232628,32.7854484865486
"3","9461",1,25,17,0.0102719033232628,33.0595805911282
"4","9461",1,50,17,0.0102719033232628,33.3181203165541
"5","9461",1,100,17,0.0102719033232628,34.4383610263902
"6","9461",1,150,17,0.0102719033232628,33.7118255020523
"7","9461",1,200,17,0.0102719033232628,32.5510662726076
"8","9461",1,250,17,0.0102719033232628,34.4346323640358
"9","9461",1,300,17,0.0102719033232628,38.1868443012463
"10","9461",1,350,17,0.0102719033232628,34.1807551230556
"11","9461",1,400,17,0.0102719033232628,31.5422169658244
"12","9461",1,500,17,0.0102719033232628,28.5980682761235
"13","9461",1,600,17,0.0102719033232628,36.6510867313477
