"","sample","shape","L","ZeroCrossingCount","ZeroCrossingCount_norm","tb_roughness"
"1","11460",1,5,15,0.0276752767527675,30.9340289170113
"2","11460",1,10,15,0.0276752767527675,31.4916405281441
"3","11460",1,25,15,0.0276752767527675,32.5629160633498
"4","11460",1,50,15,0.0276752767527675,34.1647403996734
"5","11460",1,100,15,0.0276752767527675,29.9117138852655
"6","11460",1,150,15,0.0276752767527675,36.2087322170111
"7","11460",1,200,15,0.0276752767527675,35.2296924578
"8","11460",1,250,15,0.0276752767527675,29.0923564836009
"9","11460",1,300,15,0.0276752767527675,33.797298686418
"10","11460",1,350,15,0.0276752767527675,41.4103261719788
"11","11460",1,400,15,0.0276752767527675,22.5040256183726
"12","11460",1,500,15,0.0276752767527675,28.1300320229658
"13","11460",1,600,15,0.0276752767527675,394.886745717826
