"","sample","shape","L","ZeroCrossingCount","ZeroCrossingCount_norm","tb_roughness"
"1","9947",1,5,21,0.00369198312236287,33.136637573506
"2","9947",1,10,21,0.00369198312236287,33.1565188568563
"3","9947",1,25,21,0.00369198312236287,33.3151294732692
"4","9947",1,50,21,0.00369198312236287,33.4437884751239
"5","9947",1,100,21,0.00369198312236287,33.736373240724
"6","9947",1,150,21,0.00369198312236287,32.6571856677855
"7","9947",1,200,21,0.00369198312236287,33.5146846436685
"8","9947",1,250,21,0.00369198312236287,34.3707274947237
"9","9947",1,300,21,0.00369198312236287,33.5609785001057
"10","9947",1,350,21,0.00369198312236287,32.1300522223995
"11","9947",1,400,21,0.00369198312236287,34.2772211538237
"12","9947",1,500,21,0.00369198312236287,33.753354443061
"13","9947",1,600,21,0.00369198312236287,32.3439157233127
