"","sample","shape","L","ZeroCrossingCount","ZeroCrossingCount_norm","tb_roughness"
"1","9528",1,5,13,0.00369633210122263,33.8209164206645
"2","9528",1,10,13,0.00369633210122263,33.8632981238481
"3","9528",1,25,13,0.00369633210122263,34.0143626692212
"4","9528",1,50,13,0.00369633210122263,34.1096676300237
"5","9528",1,100,13,0.00369633210122263,34.6040514450519
"6","9528",1,150,13,0.00369633210122263,33.3389840686994
"7","9528",1,200,13,0.00369633210122263,35.8487947429153
"8","9528",1,250,13,0.00369633210122263,34.5996678578871
"9","9528",1,300,13,0.00369633210122263,35.8467711148752
"10","9528",1,350,13,0.00369633210122263,32.9794034047765
"11","9528",1,400,13,0.00369633210122263,35.7565118813478
"12","9528",1,500,13,0.00369633210122263,34.4219670832596
"13","9528",1,600,13,0.00369633210122263,35.8265750551899
