sample,method,MCC,ARI
Normal_5_equil_FALSE_pn_150_seed_50,PPM,0.503944990072103,0.473109041253356
Normal_5_equil_FALSE_pn_150_seed_50,PPM_window5,0.769272917707239,0.732920789876701
Normal_5_equil_FALSE_pn_150_seed_50,PPM_window10,0.769272917707239,0.732920789876701
Normal_5_equil_FALSE_pn_150_seed_50,PPI,0.503944990072103,0.473109041253356
Normal_5_equil_FALSE_pn_150_seed_50,PPI_window5,0.769272917707239,0.732920789876701
Normal_5_equil_FALSE_pn_150_seed_50,PPI_window10,0.769272917707239,0.732920789876701
Normal_5_equil_FALSE_pn_150_seed_50,ALDUQ,0.199622488540331,0.188075504126354
Normal_5_equil_FALSE_pn_150_seed_50,ALDUQ_window5,0.199622488540331,0.188075504126354
Normal_5_equil_FALSE_pn_150_seed_50,ALDUQ_window10,0.379166666666667,0.362540429523255
Normal_5_equil_FALSE_pn_150_seed_50,chull,0.355708145354493,0.293721219216525
Normal_5_equil_FALSE_pn_150_seed_50,chull_window5,0.517481860755901,0.446990671698532
Normal_5_equil_FALSE_pn_150_seed_50,chull_window10,0.517481860755901,0.446990671698532
