sample,method,MCC,ARI
Normal_4_equil_FALSE_pn_300_seed_50,PPM,0.746610169491525,0.741457190991871
Normal_4_equil_FALSE_pn_300_seed_50,PPM_window5,1,1
Normal_4_equil_FALSE_pn_300_seed_50,PPM_window10,1,1
Normal_4_equil_FALSE_pn_300_seed_50,PPI,1,1
Normal_4_equil_FALSE_pn_300_seed_50,PPI_window5,1,1
Normal_4_equil_FALSE_pn_300_seed_50,PPI_window10,1,1
Normal_4_equil_FALSE_pn_300_seed_50,ALDUQ,-0.0248260512309681,-0.0197729602943083
Normal_4_equil_FALSE_pn_300_seed_50,ALDUQ_window5,0.260673537925165,0.209112251486392
Normal_4_equil_FALSE_pn_300_seed_50,ALDUQ_window10,0.403423332503231,0.326107480556452
Normal_4_equil_FALSE_pn_300_seed_50,chull,0.337694146217266,0.241548988917483
Normal_4_equil_FALSE_pn_300_seed_50,chull_window5,0.474262821995377,0.350005392141139
Normal_4_equil_FALSE_pn_300_seed_50,chull_window10,0.489724931440677,0.37016954749684
