sample,method,MCC,ARI
Normal_5_equil_FALSE_pn_100_seed_5,PPM,-0.0407705045658401,-0.0367520780380571
Normal_5_equil_FALSE_pn_100_seed_5,PPM_window5,0.766485485837795,0.723722660522825
Normal_5_equil_FALSE_pn_100_seed_5,PPM_window10,0.766485485837795,0.723722660522825
Normal_5_equil_FALSE_pn_100_seed_5,PPI,0.78936170212766,0.771475957592505
Normal_5_equil_FALSE_pn_100_seed_5,PPI_window5,0.78936170212766,0.771475957592505
Normal_5_equil_FALSE_pn_100_seed_5,PPI_window10,0.78936170212766,0.771475957592505
Normal_5_equil_FALSE_pn_100_seed_5,ALDUQ,0.134735817668504,0.119444466854372
Normal_5_equil_FALSE_pn_100_seed_5,ALDUQ_window5,0.521369033586819,0.489060369656241
Normal_5_equil_FALSE_pn_100_seed_5,ALDUQ_window10,0.714685641545976,0.686913588214888
Normal_5_equil_FALSE_pn_100_seed_5,chull,0.358780440179393,0.288242739890976
Normal_5_equil_FALSE_pn_100_seed_5,chull_window5,0.534973372872002,0.457702803102368
Normal_5_equil_FALSE_pn_100_seed_5,chull_window10,0.534973372872002,0.457702803102368
