sample,method,MCC,ARI
Normal_5_equil_TRUE_pn_200_seed_1,PPM,1,1
Normal_5_equil_TRUE_pn_200_seed_1,PPM_window5,1,1
Normal_5_equil_TRUE_pn_200_seed_1,PPM_window10,1,1
Normal_5_equil_TRUE_pn_200_seed_1,PPI,1,1
Normal_5_equil_TRUE_pn_200_seed_1,PPI_window5,1,1
Normal_5_equil_TRUE_pn_200_seed_1,PPI_window10,1,1
Normal_5_equil_TRUE_pn_200_seed_1,ALDUQ,-0.0404556697031367,-0.0335772492099025
Normal_5_equil_TRUE_pn_200_seed_1,ALDUQ_window5,0.364101027328231,0.309287334906015
Normal_5_equil_TRUE_pn_200_seed_1,ALDUQ_window10,0.633805492015809,0.55115304928236
Normal_5_equil_TRUE_pn_200_seed_1,chull,0.45547690112585,0.309781960361092
Normal_5_equil_TRUE_pn_200_seed_1,chull_window5,0.509175077217316,0.381422563539953
Normal_5_equil_TRUE_pn_200_seed_1,chull_window10,0.509175077217316,0.381422563539953
