sample,method,MCC,ARI
Normal_6_equil_TRUE_pn_150_seed_9,PPM,0.479166666666667,0.458102996799535
Normal_6_equil_TRUE_pn_150_seed_9,PPM_window5,1,1
Normal_6_equil_TRUE_pn_150_seed_9,PPM_window10,1,1
Normal_6_equil_TRUE_pn_150_seed_9,PPI,0.859990310022929,0.837749482611265
Normal_6_equil_TRUE_pn_150_seed_9,PPI_window5,0.859990310022929,0.837749482611265
Normal_6_equil_TRUE_pn_150_seed_9,PPI_window10,0.859990310022929,0.837749482611265
Normal_6_equil_TRUE_pn_150_seed_9,ALDUQ,0.859990310022929,0.837749482611265
Normal_6_equil_TRUE_pn_150_seed_9,ALDUQ_window5,0.859990310022929,0.837749482611265
Normal_6_equil_TRUE_pn_150_seed_9,ALDUQ_window10,0.859990310022929,0.837749482611265
Normal_6_equil_TRUE_pn_150_seed_9,chull,0.467707173346743,0.305343640863934
Normal_6_equil_TRUE_pn_150_seed_9,chull_window5,0.479658695082364,0.321697942332013
Normal_6_equil_TRUE_pn_150_seed_9,chull_window10,0.520416499866533,0.378176015711305
