sample,method,MCC,ARI
Normal_6_equil_TRUE_pn_500_seed_13,PPM,0.49390243902439,0.487781558099684
Normal_6_equil_TRUE_pn_500_seed_13,PPM_window5,0.83130081300813,0.827872393507753
Normal_6_equil_TRUE_pn_500_seed_13,PPM_window10,1,1
Normal_6_equil_TRUE_pn_500_seed_13,PPI,0.864263397068391,0.85160774254025
Normal_6_equil_TRUE_pn_500_seed_13,PPI_window5,0.864263397068391,0.85160774254025
Normal_6_equil_TRUE_pn_500_seed_13,PPI_window10,0.864263397068391,0.85160774254025
Normal_6_equil_TRUE_pn_500_seed_13,ALDUQ,-0.0121951219512195,-0.011943751071356
Normal_6_equil_TRUE_pn_500_seed_13,ALDUQ_window5,0.32520325203252,0.319818329183862
Normal_6_equil_TRUE_pn_500_seed_13,ALDUQ_window10,0.49390243902439,0.487781558099684
Normal_6_equil_TRUE_pn_500_seed_13,chull,0.35243985263154,0.240246888283934
Normal_6_equil_TRUE_pn_500_seed_13,chull_window5,0.444099716789463,0.313071267828
Normal_6_equil_TRUE_pn_500_seed_13,chull_window10,0.461234351898548,0.334962044452348
