sample,method,MCC,ARI
Normal_6_equil_TRUE_pn_150_seed_29,PPM,1,1
Normal_6_equil_TRUE_pn_150_seed_29,PPM_window5,1,1
Normal_6_equil_TRUE_pn_150_seed_29,PPM_window10,1,1
Normal_6_equil_TRUE_pn_150_seed_29,PPI,1,1
Normal_6_equil_TRUE_pn_150_seed_29,PPI_window5,1,1
Normal_6_equil_TRUE_pn_150_seed_29,PPI_window10,1,1
Normal_6_equil_TRUE_pn_150_seed_29,ALDUQ,0.116131449170815,0.105960098572351
Normal_6_equil_TRUE_pn_150_seed_29,ALDUQ_window5,0.92259984619036,0.912876425563951
Normal_6_equil_TRUE_pn_150_seed_29,ALDUQ_window10,0.92259984619036,0.912876425563951
Normal_6_equil_TRUE_pn_150_seed_29,chull,0.435677420593281,0.262148579114901
Normal_6_equil_TRUE_pn_150_seed_29,chull_window5,0.479658695082364,0.321697942332013
Normal_6_equil_TRUE_pn_150_seed_29,chull_window10,0.492365963917331,0.3392015081271
